"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"Endurance, Perseverance, Tolerance, Patience, Self Control";"がまん";"おしっこを我慢するのは体に悪い。";"Holding your pee is bad for your health.";"N3";"我慢";"我: 6, 慢: 9"
"Pride, Boast";"じまん";"自分の不倫を得意気に自慢するとか、ありえないんだけど。";"It’s impossible for me to proudly boast about my own affair.";"N3";"自慢";"自: 2, 慢: 9"
"Slow, Sluggish, Dull";"かんまん";"あのウエイトレスは動きが緩慢なので首にしたよ。";"That waitress’ movements were really slow so she was fired.";"None";"緩慢";"緩: 9, 慢: 9"
"Negligence, Procrastination, Carelessness";"たいまん";"それは警察の怠慢なんじゃないんですか。";"Isn’t that police negligence?";"N1";"怠慢";"怠: 9, 慢: 9"
"Chronic";"まんせい";"私は慢性胃腸炎を患っているんです。";"I suffer from chronic gastroenteritis.";"None";"慢性";"慢: 9, 性: 5"
"Protection, Advocacy, Support, Defence";"ようご";"君はどうして彼を擁護するような発言をしたんだい。";"Why did you speak up to protect him?";"None";"擁護";"擁: 9, 護: 5"
"Embrace, Hug";"ほうよう";"その映画の、主役の二人が甘い抱擁を交わすシーンがとても美しかったよ。";"The scene in that movie where the two leading actors exchanged a sweet embrace was so beautiful.";"None";"抱擁";"抱: 9, 擁: 9"
"Backing, Support";"ようりつ";"どうせ出馬者を擁立しようとしているだけだろう。";"I’m sure that they are just trying to support the candidate.";"None";"擁立";"擁: 9, 立: 1"
"To Have, To Possess";"ようする";"神奈川県は千葉県よりも多い人口を擁しています。";"Kanagawa Prefecture has a larger population than Chiba Prefecture.";"None";"擁する";"擁: 9"
"To Have, To Possess";"ようする";"優勝候補は、天才バッターを擁するトーフグ学園です。";"The favorite for the championship is the genius batter Tofugu Academy has.";"None";"擁する";"擁: 9"
"Special, Unique";"とくしゅ";"この車のタイヤはちょっと特殊なんだよ。";"This car’s tires are pretty unique.";"N2";"特殊";"特: 4, 殊: 9"
"Admirable";"しゅしょう";"あいつは殊勝な女だったよ。";"That’s an admirable woman.";"None";"殊勝";"殊: 9, 勝: 3"
"Discard, Reject, Death";"ぼつ";"こないだの原稿は没になってしまった。";"The manuscript was rejected the other day.";"None";"没";"没: 9"
"Discard, Reject, Death";"ぼつ";"申し訳ありませんが、この案は一旦没にしてください。";"I'm sorry, but I'm afraid you're going to have to discard this idea for now.";"None";"没";"没: 9"
"Discard, Reject, Death";"ぼつ";"その歌手は、2015年12月1日没、とされているが、真相は定かではない。";"The singer is said to have died on December 1, 2015, but the facts are not clear.";"None";"没";"没: 9"
"After Death, Posthumously";"ぼつご";"没後50年を記念した展覧会を予定しています。";"A commemoration exhibition is planned 50 years after their death.";"None";"没後";"没: 9, 後: 2"
"Killed In Action, Death In Battle, KIA";"せんぼつ";"たくさんの戦没した兵士たちがここに埋められています。";"Many soldiers who were killed in action are buried here.";"None";"戦没";"戦: 4, 没: 9"
"Sinking, Going Down, Submersion";"ちんぼつ";"タイタニック号の沈没を予言していた人がいるんです。";"There’s a person who predicted the sinking of the Titanic.";"N1";"沈没";"沈: 9, 没: 9"
"Sunset";"にちぼつ";"今出発すれば、日没までには着けると思います。";"If I leave now I think I can arrive by sunset.";"None";"日没";"日: 1, 没: 9"
"Immersing Oneself, Immersing Yourself, Immerse Oneself, Immerse Yourself";"ぼっとう";"好きなことに没頭できるなんて、幸せですね。";"If you can immerse yourself in things you like, you’ll be happy.";"None";"没頭";"没: 9, 頭: 2"
"Ruin, Fall, Collapse";"ぼつらく";"本当に日本は没落していると思いますか？";"Do you think Japan is really collapsing?";"N1";"没落";"没: 9, 落: 3"
"Implantation, Burial, Embedding";"まいぼつ";"整形手術で二重の埋没手術をしました。";"I had double eyelids surgically implanted with plastic surgery.";"None";"埋没";"埋: 9, 没: 9"
"Appearing Frequently, Infesting";"しゅつぼつ";"日本各地でクマが大量出没している。";"Bears appear frequently in large quantities all over Japan.";"None";"出没";"出: 1, 没: 9"
"Forfeiture, Seizure, Confiscation, Impounding";"ぼっしゅう";"先生に携帯電話を没収されました。";"I forfeited my cell phone to the teacher.";"N1";"没収";"没: 9, 収: 6"
"Victim, Sacrifice, Scapegoat";"ぎせい";"だれかを犠牲にしてまで成功したいかい？";"Do you want to succeed so badly that you’re willing to sacrifice someone?";"N1";"犠牲";"犠: 9, 牲: 9"
"Hunting, Game";"りょう";"これから猟に行くところだよ。";"I’m just about to go hunting.";"None";"猟";"猟: 9"
"Hunter, Huntsman";"りょうし";"私の叔父は猟師です。";"My uncle is a hunter.";"None";"猟師";"猟: 9, 師: 5"
"Poaching";"みつりょう";"どうすれば象の密猟を防止できると思いますか。";"What do you think can be done to prevent the poaching of elephants?";"None";"密猟";"密: 6, 猟: 9"
"Hunting";"しゅりょう";"この鳥の狩猟は禁じられています。";"Hunting of this bird is prohibited.";"None";"狩猟";"狩: 9, 猟: 9"
"Hunting Dog, Hound";"りょうけん";"一般的に猟犬はよく吠えると言われています。";"It’s said that hunting dogs typically bark a lot.";"None";"猟犬";"猟: 9, 犬: 1"
"Origin";"はっしょう";"デコポンは日本発祥のみかんの品種です。";"Dekopon is a kind of mandarin orange that originated in Japan.";"None";"発祥";"発: 3, 祥: 9"
"Scandal";"ふしょうじ";"警察は自分たちの不祥事を隠蔽しようとしているんだ。";"The police are going to cover up our scandal.";"None";"不祥事";"不: 4, 祥: 9, 事: 3"
"Order, Regularity, System, Method";"ちつじょ";"秩序を乱すようなことはしないでください。";"Please do not disturb order.";"N1";"秩序";"秩: 9, 序: 5"
"Provisions, Rations, Staple Foods";"しょくりょう";"食糧の備蓄は十分にあります。";"There are plenty of emergency provisions.";"N3";"食糧";"食: 2, 糧: 9"
"Provisions, Rations, Staple Foods";"しょくりょう";"食糧不足はこの国だけの問題ではない。";"Staple food shortages are not just a problem in this country.";"N3";"食糧";"食: 2, 糧: 9"
"Provisions, Rations, Staple Foods";"しょくりょう";"軍の上層部が、兵士全てに食糧を配給するのを拒んでいるようだ。";"It seems that the upper echelons of the military are refusing to distribute rations to all of their soldiers.";"N3";"食糧";"食: 2, 糧: 9"
"Huge, Bulky, Enormous, Extensive";"ぼうだい";"これからこの膨大な資料に目を通さなくてはいけないんだ。";"You have to take a look at these huge documents from now on.";"N2";"膨大";"膨: 9, 大: 1"
"To Swell, To Expand, To Be Inflated, To Distend, To Bulge";"ふくれる";"食べ過ぎてお腹がパンパンに膨れています。";"I overate and my stomach is swollen like a balloon.";"N1";"膨れる";"膨: 9"
"Expansion, Swelling, Increase, Growth";"ぼうちょう";"宇宙は膨張しています。";"The universe is expanding.";"None";"膨張";"膨: 9, 張: 5"
"Perfume, Fragrance, Aroma";"ほうこう";"お風呂あがりには、アロマオイルの芳香を楽しみます。";"I enjoy the fragrance of the aroma oil rising out of the bath.";"None";"芳香";"芳: 9, 香: 9"
"Sweet, Fragrant, Aromatic, Good";"かんばしい";"この季節は、梅の香りがとても芳しいですね。";"The plums’ aroma is really fragrant during this season.";"None";"芳しい";"芳: 9"
"Thorn, Briar, Wild Rose";"いばら";"この程度の苦難で、茨の道を歩んでいるような人生だとか、よく言えるよね。";"How dare you say you’ve dealt with walking down the thorny path in life just to keep up with their level of hardship.";"None";"茨";"茨: 9"
"Ambition, Aspiration, Spirit";"はき";"うちの息子は、若いのに覇気が無い。";"Despite his youth, my son lacks ambition.";"None";"覇気";"覇: 9, 気: 1"
"Conquest, Domination, Mastery";"せいは";"わが校の野球部が、秋のリーグ戦を制覇しました。";"Our school’s baseball club dominated the autumn league match.";"None";"制覇";"制: 5, 覇: 9"
"Hegemony, Supremacy";"はけん";"あの男が党内の覇権を握っているのです。";"That man reigns supreme over the party.";"None";"覇権";"覇: 9, 権: 6"
"Supreme Ruler, Champion";"はしゃ";"あいつらが前年度のこの大会の覇者です。";"They’re the tournament champions from last year.";"None";"覇者";"覇: 9, 者: 3"
"Winning Streak, Successive Victories , Consecutive Championships";"れんぱ";"今までに甲子園を三連覇した高校はありますか？";"Has there been a high school that’s had three successive victories at Koshien yet?";"None";"連覇";"連: 4, 覇: 9"
"Sushi Counter, Counter For Pieces Of Sushi";"かん";"マグロを二貫ください。";"Two pieces of tuna, please.";"None";"〜貫";"貫: 9"
"One Piece Of Sushi, Consistency, Integration";"いっかん";"最高級のトロを一貫だけ注文しました。";"I ordered just one piece of the highest grade of fatty tuna.";"None";"一貫";"一: 1, 貫: 9"
"One Piece Of Sushi, Consistency, Integration";"いっかん";"その猟師は一貫してノーと言い続け、結局一貫も寿司を食べないまま日本を後にした。";"The hunter consistently said no, and eventually left Japan without having eaten a single piece of sushi.";"None";"一貫";"一: 1, 貫: 9"
"One Piece Of Sushi, Consistency, Integration";"いっかん";"お客様には一貫した対応を取らないと、後でクレームが来ますよ。";"You have to be consistent with your customers or you will get complaints later.";"None";"一貫";"一: 1, 貫: 9"
"Pierce, Penetrate, Perforate";"かんつう";"ブラジャーのワイヤーが弾丸の貫通を防いでくれた。";"My wire bra protected me from the bullet penetrating.";"None";"貫通";"貫: 9, 通: 2"
"Persistence, Accomplishment, Carry Through, Perseverance, Realization, Realisation";"かんてつ";"大変だったけど、みんなで決めた計画を貫徹することができた。";"It was hard, but we were able to carry through with the plan we had decided on together.";"None";"貫徹";"貫: 9, 徹: 9"
"Persistence, Accomplishment, Carry Through, Perseverance, Realization, Realisation";"かんてつ";"十年前の夢を貫徹できなかったことを残念に思います。";"I regret that I couldn't realize the dream that I had ten years ago.";"None";"貫徹";"貫: 9, 徹: 9"
"Persistence, Accomplishment, Carry Through, Perseverance, Realization, Realisation";"かんてつ";"初志貫徹の心構えで頑張ります。";"I’ll do my best to prepare to accomplish my original goals.";"None";"貫徹";"貫: 9, 徹: 9"
"To Go Through, To Pierce, To Penetrate, To Persist, To Stick To";"つらぬく";"父は最後まで自分の信念を貫き通しました。";"My father stuck to his beliefs until the end.";"N1";"貫く";"貫: 9"
"Charge, Rush";"とっかん";"突貫工事で犬小屋を建てました。";"We built the doghouse by constructing it at top speed.";"None";"突貫";"突: 9, 貫: 9"
"Reparations, Compensation";"ばいしょう";"それは賠償請求できるはずですよ。";"You should be able to claim compensation for that.";"N1";"賠償";"賠: 9, 償: 9"
"Reparations, Compensation";"ばいしょう";"被害総額の全額を賠償してください。";"Please compensate us for the full amount of the damage.";"N1";"賠償";"賠: 9, 償: 9"
"Reparations, Compensation";"ばいしょう";"他人の代理人として契約をした者は、相手方に対して履行又は損害賠償の責任を負う。";"A person who has entered into a contract as an agent of another person shall be liable to the other party for performance or damages.";"N1";"賠償";"賠: 9, 償: 9"
"Treatment, Dealing With";"しょぐう";"不正を行った社員の処遇を考えなくてはいけません。";"You must think about the treatment of company employees who commit fraud.";"None";"処遇";"処: 6, 遇: 9"
"Encounter";"そうぐう";"悲惨な交通事故に遭遇しました。";"I encountered a tragic traffic accident.";"None";"遭遇";"遭: 9, 遇: 9"
"Treatment, Reception";"たいぐう";"このカードのお陰で、VIP待遇を味わうことができました。";"Thanks to this card I can taste VIP treatment.";"N1";"待遇";"待: 3, 遇: 9"
"Preferential Treatment, Favorable Treatment";"ゆうぐう";"高齢者を優遇しすぎじゃないでしょうか。";"We shouldn’t give too much preferential treatment to older people.";"None";"優遇";"優: 6, 遇: 9"
"Cold Reception, Inhospitality";"れいぐう";"彼は実力があるのにどうしてこんなに冷遇されているんですか。";"If he’s so great then why did he get such a cold reception?";"None";"冷遇";"冷: 4, 遇: 9"
"Environment, Circumstances";"きょうぐう";"自分の不幸を境遇のせいにするんじゃない。";"You can’t blame your environment for your own unhappiness.";"N1";"境遇";"境: 5, 遇: 9"
"To Meet, To Encounter";"あう";"露骨な人種差別に遭ったことはありますか。";"Have you ever encountered blatant racial discrimination?";"N2";"遭う";"遭: 9"
"Disaster, Shipwreck, Accident, Being Stranded";"そうなん";"危うく遭難するところでした。";"We narrowly missed having a disaster.";"N1";"遭難";"遭: 9, 難: 6"
"Chain, Chains";"くさり";"逃げないように鎖で繋いでいます。";"They were tied with chains so they wouldn’t escape.";"N3";"鎖";"鎖: 9"
"National Isolation, Exclusion Of Foreigners";"さこく";"日本が鎖国していたのはいつですか。";"When was Japan in national isolation?";"None";"鎖国";"鎖: 9, 国: 2"
"Blockade, Freezing";"ふうさ";"銀行が潰れて、預金が封鎖されてしまったんです。";"The bank was bankrupted and my account was frozen.";"N1";"封鎖";"封: 9, 鎖: 9"
"Closing, Closure, Shutdown, Lockout, Unsociable";"へいさ";"このプールは今月で閉鎖されます。";"The pool is closed this month.";"N1";"閉鎖";"閉: 6, 鎖: 9"
"Chain, Chaining, Connection";"れんさ";"まずはこの負の連鎖を断ち切る必要があります。";"First, you must sever ties with this negative chain.";"None";"連鎖";"連: 4, 鎖: 9"
"To Cave In, To Collapse, To Fall, To Trap";"おちいる";"このままでは、価格競争に陥るのがオチですよ。";"At this rate, it’s bound to collapse from the price competition. ";"None";"陥る";"陥: 9"
"Cave In, Collapse, Sinking, Depression";"かんぼつ";"地震であそこの道路が陥没したそうです。";"It looks like that highway over there collapsed from the earthquake.";"None";"陥没";"陥: 9, 没: 9"
"Fall, Sinking, Surrender";"かんらく";"トヨタが世界一から陥落したのは何故だと思いますか。";"Why do you think that Toyota fell from being the best in the world?";"None";"陥落";"陥: 9, 落: 3"
"Defect, Fault, Deficiency, Deformity";"けっかん";"消費者からこの商品の安全性の欠陥が指摘されています。";"The safety defect in this product was identified by consumers.";"N3";"欠陥";"欠: 4, 陥: 9"
"Cliched, Stale, Hackneyed";"ちんぷ";"陳腐な台詞しか思い浮かびません。";"I can’t think of anything but cliched lines.";"None";"陳腐";"陳: 9, 腐: 9"
"Exhibition, Display, Show";"ちんれつ";"あなたは、パン屋のむき出しの陳列についてどう思いますか。";"What did you think of the bakery’s exposed exhibition?";"N1";"陳列";"陳: 9, 列: 3"
"Statement, Declaration, Allegation";"ちんじゅつ";"まず、被告人が冒頭陳述を行います。";"First, the defendant will perform their opening statement.";"None";"陳述";"陳: 9, 述: 5"
"Petition, Appeal";"ちんじょう";"請願・陳情は、住民の意見や要望を反映させるための制度です。";"A petition is a system to reflect the opinions and requests of the residents. ";"None";"陳情";"陳: 9, 情: 5"
"Falcon";"はやぶさ";"俺の一番好きなバイクは、スズキの隼です。";"My favorite motorcycle is the Suzuki Falcon.";"None";"隼";"隼: None"
"Indispensable, Required, Essential";"ひっす";"デフォルトでは、名前と生年月日、メールアドレスの入力が必須になっています。";"By default, you’re required to input your name, birthdate, and email address.";"None";"必須";"必: 4, 須: 9"
"Quickly, Suddenly";"さっと";"茜は颯と涙を拭った。";"Akane quickly wiped away the tears.";"None";"颯と";"颯: None"
"Bath";"おふろ";"ゆっくりお風呂に浸かりたいなあ。";"I want to slowly soak in the bath.";"N5";"お風呂";"風: 2, 呂: 9"
"Dermatology";"ひふか";"私は皮膚科に通院しています。";"I’m going to a dermatologist.";"None";"皮膚科";"皮: 3, 膚: 9, 科: 2"
"Skin Disease";"ひふびょう";"息子は皮膚病を患っています。";"My son suffers from a skin disease.";"None";"皮膚病";"皮: 3, 膚: 9, 病: 3"
"Collar, Front Of The Neck, Nape Of The Neck";"えりもと";"襟元にファンデーションがついていますよ。";"There’s foundation on your collar.";"None";"襟元";"襟: 9, 元: 2"
"Scarf, Muffler, Comforter";"えりまき";"ピンクの襟巻きを巻いているのが私の妹です。";"The girl wrapped in the pink scarf is my little sister.";"None";"襟巻き";"襟: 9, 巻: 6"
"Working Earnestly, Sincerity, Diligence, Effort";"たんせい";"お婆ちゃんが丹誠込めて育てたトマトだよ。";"These are the tomatoes that Grandma worked earnestly to raise.";"None";"丹誠";"丹: 9, 誠: 6"
"Diligent, Careful, Elaborate, Meticulous";"たんねん";"熟練の染師が、一つ一つ丹念に染め上げました。";"The skilled dyeing master diligently finished dyeing each one.";"None";"丹念";"丹: 9, 念: 4"
"Ratification, Ratify";"ひじゅん";"新戦略兵器削減条約の批准を最優先課題としています。";"The ratification of New START is a maximum priority issue.";"None";"批准";"批: 6, 准: 9"
"Excess, Over";"かじょう";"過剰包装は紙の無駄です。";"Over wrapping is a waste of paper.";"N2";"過剰";"過: 5, 剰: 9"
"Redundant, Surplus, Residue, Balance";"よじょう";"余剰資金で株を買いました。";"I bought stock with surplus funds.";"None";"余剰";"余: 5, 剰: 9"
"Surplus";"じょうよきん";"会社の利益剰余金を資本金に振替えるつもりです。";"We intend to transfer the company’s earned surplus into capital.";"None";"剰余金";"剰: 9, 余: 5, 金: 1"
"To Respectfully Eat, To Respectfully Drink";"めしあがる";"もしよければお召し上がり下さい。";"Please eat if you’d like.";"N4";"召し上がる";"召: 9, 上: 1"
"Revelation";"けいじ";"それはまるで神の啓示のようだった。";"That’s just like divine revelation.";"None";"啓示";"啓: 9, 示: 5"
"Enlightenment, Development, Illumination, Education, Inspiration";"けいはつ";"最近は、自己啓発本ばかり読んでいます。";"Lately I’ve only been reading self-improvement books.";"None";"啓発";"啓: 9, 発: 3"
"Enlightenment, Instruction";"けいもう";"我々が大衆を啓蒙するのです。";"We enlighten the general public.";"None";"啓蒙";"啓: 9, 蒙: None"
"Soil";"どじょう";"土壌が悪い時は育てられない。";"You can’t make a tree grow in bad soil.";"None";"土壌";"土: 1, 壌: 9"
"Pyongyang";"へいじょう, ぴょんやん";"平壌で英語を教えていたことがあります。";"I taught English in Pyongyang.";"None";"平壌";"平: 3, 壌: 9"
"Tolerance, Liberality, Leniency";"かんだい";"それは寛大な処置だったと思います。";"I think they were tolerant measures.";"None";"寛大";"寛: 9, 大: 1"
"Tolerance, Open Minded, Forbearance, Generous";"かんよう";"自分には厳しいけど、他人には寛容です。";"I’m strict with myself but tolerant of others.";"N1";"寛容";"寛: 9, 容: 5"
"To Relax, To Feel At Home";"くつろぐ";"まるで自分の家のように寛いでいました。";"I relaxed like it was my own home.";"None";"寛ぐ";"寛: 9"
"General Of The Army, Marshal, Admiral";"げんすい";"これが、あの有名な最高司令官のマッカ—サ—元帥です。";"That’s famous supreme commander, General MacArthur. ";"None";"元帥";"元: 2, 帥: 9"
"Commander, Leader, Fuhrer";"そうすい";"それは、ヒトラー総帥の指令だったのです。";"That was Fuhrer Hitler’s order.";"None";"総帥";"総: 5, 帥: 9"
"Supreme Command, High Command";"とうすい";"今日は学校で、天皇の統帥権について学びました。";"Today at school we learned about the supreme command authority of the Emperor of Japan.";"None";"統帥";"統: 5, 帥: 9"
"Going Slowly";"じょこう";"住宅地や学校の近くでは、徐行で運転してください。";"Please drive slowly near residential districts and schools.";"N1";"徐行";"徐: 9, 行: 2"
"Gradually, Steadily, Quietly, Slowly";"じょじょ";"二学期に入って、徐々に成績が上がり始めました。";"Second semester came and my grade slowly started to rise.";"N1";"徐々";"徐: 9"
"Disaster, Horrible Accident";"さんじ";"惨事を招くことは避けたい。";"I want to avoid causing a disaster.";"None";"惨事";"惨: 9, 事: 3"
"Disastrous, Tragic, Miserable, Wretched, Pitiful";"ひさん";"残された加害者の家族の末路は、悲惨なものだった。";"The assailant’s remaining family member’s last days were tragic.";"N1";"悲惨";"悲: 3, 惨: 9"
"Miserable, Wretched, Unhappy, Sad";"みじめ";"そんなことを言われて、人がどれだけ惨めな気持ちになるのか分かる？";"You say something like that, but do you understand how miserable people feel?";"N1";"惨め";"惨: 9"
"Crushing Failure, Utterly Beaten, Overwhelming Defeat";"ざんぱい";"日本はワールドカップで惨敗してしまった。";"Japan suffered a crushing failure at the World Cup.";"None";"惨敗";"惨: 9, 敗: 4"
"Disastrous Scene, Terrible Spectacle";"さんじょう";"東北大震災の惨状を忘れることができません。";"I can’t forget the disastrous scene of the Great Tohoku Earthquake.";"None";"惨状";"惨: 9, 状: 5"
"Announcement, Show, Display, Introduction, Perform";"ひろう";"誕生日会で、手品を披露しました。";"Sleight of hand was performed at the birthday party.";"None";"披露";"披: 9, 露: 9"
"To Get Between, To Be Caught In";"はさまる";"アスパラガスが歯に挟まっています。";"You have asparagus caught in your teeth.";"N2";"挟まる";"挟: 9"
"To Install, To Place, To Fix, To Set, To Lay, To Seat";"すえる";"今度、この機械を工場に据えようと思っているんだ。";"I think I’m going to have the machine fixed by the factory this time.";"N1";"据える";"据: 9"
"Built In, Equipped With";"とうさい";"モーターショーでは、各メーカーが最新鋭のエンジンを搭載した車を発表した。";"At the motor show, each manufacturer presented vehicles equipped with state-of-the-art engines.";"None";"搭載";"搭: 9, 載: 9"
"Built In, Equipped With";"とうさい";"ETC搭載の中古車を手ごろな価格で購入したいのですが。";"I'd like to get a used car with built-in ETC at a reasonable price.";"None";"搭載";"搭: 9, 載: 9"
"Built In, Equipped With";"とうさい";"今度の機種には、どんな新機能が搭載されるんでしょうか。";"What new features will be included in the upcoming model?";"None";"搭載";"搭: 9, 載: 9"
"Boarding, Embarkation";"とうじょう";"ご搭乗の際は、足元にお気をつけください。";"Please watch your feet while boarding.";"None";"搭乗";"搭: 9, 乗: 3"
"Boarding, Embarkation";"とうじょう";"乗客を全員搭乗させると、係員はドアを閉めた。";"Once all the passengers had boarded, the attendant closed the door.";"None";"搭乗";"搭: 9, 乗: 3"
"Boarding, Embarkation";"とうじょう";"えっ、搭乗手続きもしてないのに、どうやって搭乗口に来たんですか？";"Huh? How did you get to the boarding gate when you haven't even been through check-in?";"None";"搭乗";"搭: 9, 乗: 3"
"Dawn, Daybreak, Beginning";"あけぼの";"春の曙の空はいくら見ても見飽きません。";"No matter how many times I see dawn in the spring sky, I don’t get tired of it.";"None";"曙";"曙: None"
"Dead Tree, Dry Wood";"かれき";"枯れ木に花を咲かせましょう。";"Let’s make the dead tree bloom.";"None";"枯れ木";"枯: 9, 木: 1"
"To Let Dry, To Kill, To Season";"からす";"水をやりすぎて、サボテンを枯らしてしまいました。";"I gave the cactus too much water and I killed it.";"None";"枯らす";"枯: 9"
"To Boil, To Heat, To Excite";"わかす";"お風呂を沸かしておきましたよ。";"I ran the bath for you.";"N4";"沸かす";"沸: 9"
"Boiling, Seething";"ふっとう";"スープが沸騰してグツグツいってますよ。";"The soup was boiling and simmering.";"N1";"沸騰";"沸: 9, 騰: 9"
"Self Purification, Self Cleansing";"じじょう";"この事件が業界の自浄を促すだろう。";"This incident will promote the self-purification of the industry.";"None";"自浄";"自: 2, 浄: 9"
"Purification, Cleanup";"じょうか";"私は、放射能汚染水を浄化する施設を設計しています。";"I’m designing a facility to purify radioactive water.";"None";"浄化";"浄: 9, 化: 3"
"Pure Land";"じょうど";"そこはまさに極楽浄土のような所だった。";"That place is exactly like Amitabha’s Pure Land.";"None";"浄土";"浄: 9, 土: 1"
"Uncleanliness, Dirtiness, Impurity, Filthiness, Defilement";"ふじょう";"インドでは、左手を不浄の手として、右手でご飯を食べる。";"In India the left hand is considered to be unclean and the right hand is used to eat.";"None";"不浄";"不: 4, 浄: 9"
"Clean Water";"じょうすい";"三十万円の浄水器を売りつけられそうになりました。";"I almost had a three hundred thousand yen water filter sold to me.";"None";"浄水";"浄: 9, 水: 1"
"Pure, Clean, Purity";"せいじょう, しょうじょう";"真に清浄な心を持った人間などいるのでしょうか。";"Do you think there are people with absolutely pure hearts?";"None";"清浄";"清: 4, 浄: 9"
"Washing, Cleaning, Laundering";"せんじょう";"電気ポットはどうやって洗浄してますか？";"How do you do the wash with a hot water dispenser?";"None";"洗浄";"洗: 6, 浄: 9"
"Whirlpool, Eddy, Coil";"うずまき";"蚊取り線香はどうして渦巻き状になっているんですか。";"Why are mosquito coils in a whirlpool shape?";"None";"渦巻き";"渦: 9, 巻: 6"
"Expert, Professional, Specialist, Woman Of The Red Light District";"くろうと";"水商売の玄人と素人を見分けるのが趣味です。";"My hobby is to try to differentiate between professionals and amateurs in the ""water trade.""";"N1";"玄人";"玄: 9, 人: 1"
"Melon, Gourd";"うり";"これは瓜の漬物です。";"This is pickled melon.";"None";"瓜";"瓜: None"
"Watermelon";"すいか";"夏といえば西瓜ですよね。";"When it comes to summer, watermelon's the first thing that comes to mind.";"None";"西瓜";"西: 2, 瓜: None"
"Manuscript, Copy";"げんこう";"原稿に珈琲を零してしまいました。";"I spilled coffee on the manuscript.";"N2";"原稿";"原: 2, 稿: 9"
"Notes, Draft, Manuscript";"そうこう";"スピーチの草稿を作成しています。";"I’m writing up a draft of the speech.";"None";"草稿";"草: 1, 稿: 9"
"Submission, Post, Contribution, Submit";"とうこう";"フェイスブックに犬の写真を投稿しました。";"I posted pictures of my dog to Facebook.";"None";"投稿";"投: 3, 稿: 9"
"Advance For Manuscript, Copy Money";"こうりょう";"わずかですが、稿料をもらいました。";"It wasn’t much, but I got an advance for the manuscript.";"None";"稿料";"稿: 9, 料: 4"
"Latitude";"いど";"GPSで経度や緯度が検索できます。";"I can look up the latitude and longitude on my GPS.";"N2";"緯度";"緯: 9, 度: 3"
"Southern Latitude, South Latitude";"なんい";"理論上は、南緯45度が南極点から赤道までの距離の中間地点であるとされる。";"Theoretically, 45 degrees south is considered to be middle point between the South Pole and the equator.";"None";"南緯";"南: 2, 緯: 9"
"Northern Latitude, North Latitude";"ほくい";"江ノ島とギリシャのクレタ島の北緯は同じです。";"Enoshima and Greece’s Crete island are on the same northern latitude.";"None";"北緯";"北: 2, 緯: 9"
"Details, Particulars, Whole Story, How It Started, Longitude And Latitude";"けいい, いきさつ";"彼は、これまでの経緯を静かに語りだした。";"He quietly told us about how it all started.";"N1";"経緯";"経: 5, 緯: 9"
"Parallel, Latitude Lines";"いせん";"緯度0度の緯線のことを、赤道と呼びます。";"The 0 degree parallel is called the equator.";"None";"緯線";"緯: 9, 線: 2"
"Synthetic Fibers";"かせん";"掃除には、化繊箒を使っています。";"I use a synthetic fiber broom for sweeping.";"N1";"化繊";"化: 3, 繊: 9"
"Fiber, Fibre, Textile";"せんい";"毎日サラダを食べて、ちゃんと食物繊維を摂るようにしています。";"I eat a salad everyday and consume the perfect amount of dietary fiber.";"N1";"繊維";"繊: 9, 維: 9"
"Synthetic Fiber";"ごうせん";"原油安やナフサ安を受けて、合繊の価格も下落しています。";"We receive cheap crude oil and cheap naphtha and the price of synthetic fibers is also falling.";"None";"合繊";"合: 2, 繊: 9"
"Delicate, Dainty, Fine";"せんさい";"上品で繊細な味の日本食が好きです。";"I like the elegant and subtle flavors of Japanese food.";"None";"繊細";"繊: 9, 細: 2"
"To Nod, To Bow One's Head";"うなずく, うなづく";"母は話を聞きながら、ウンウンと肯きました。";"My mother nodded saying ""uh huh"" while listening to the conversation. ";"None";"肯く";"肯: 9"
"Spore";"ほうし";"キノコの胞子はとても小さいので、肉眼で形は分かりません。";"Because mushroom spores are so small, their appearance can’t be understood with the naked eye.";"None";"胞子";"胞: 9, 子: 1"
"Cell, Biological Cell";"さいぼう, さいほう";"私は、人工多能性幹細胞(iPS細胞)の研究をしています。";"I study induced pluripotent stem cells (iPS cells).";"N1";"細胞";"細: 2, 胞: 9"
"Brethren, Brothers, Fellow Countrymen, Compatriot";"どうほう, どうぼう";"お前は同胞を裏切るつもりか。";"Do you intend to betray your brethren?";"None";"同胞";"同: 2, 胞: 9"
"Sitting Cross Legged, Sit Cross Legged";"あぐら";"こんなところで胡座をかいてないで、さっさと仕事にとりかかりなさい。";"Don’t sit cross legged here, start your work quickly.";"None";"胡座";"胡: None, 座: 6"
"Cucumber";"きゅうり";"たまに胡瓜の糠漬けが無性に食べたくなるんだ。";"Occasionally, I’ll want to eat pickled cucumbers so badly.";"None";"胡瓜";"胡: None, 瓜: None"
"Fat Meat, Fatty Meat";"あぶらみ";"お肉の脂身って苦手なんですよね。";"I don’t like the fatty meat.";"None";"脂身";"脂: 9, 身: 3"
"Shop, Store";"ほ, ぽ";"おかげ様で自分の舗を構えることができました。";"Thanks to you I was able to set up my own shop.";"None";"舗";"舗: 9"
