"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"Doorway";"とぐち";"戸口に三枚のトーストがあった。";"There were three pieces of toast in my doorway.";"None";"戸口";"戸: 2, 口: 1"
"Way, Direction";"かた, ほう";"どちらの方がすきですか。";"Which one do you prefer?";"N3";"方";"方: 2"
"Way, Direction";"かた, ほう";"あちらの方に行ってください 。";"Please go that direction.";"N3";"方";"方: 2"
"Way, Direction";"かた, ほう";"かの女のわらい方がきらいだ。";"I don’t like the way she laughs.";"N3";"方";"方: 2"
"To Stop";"とまる";"あかしんごうで、くるまは止まりました。";"The car stopped at the red signal.";"N1";"止まる";"止: 2"
"To Stop";"とまる";"心ぞうが止まるかとおもった。";"I was so surprised I thought my heart leapt into my mouth.";"N1";"止まる";"止: 2"
"To Stop";"とまる";"こおりの上で、止まることができなかった。";"I couldn’t stop on the ice.";"N1";"止まる";"止: 2"
"To Stop Something, To Prevent Something";"とめる";"おんがくを止めてください。";"Stop the music please.";"N1";"止める";"止: 2"
"To Stop Something, To Prevent Something";"とめる";"三びょうかんいきを止めてください。";"Please hold your breath for 3 seconds.";"N1";"止める";"止: 2"
"To Stop Something, To Prevent Something";"とめる";"かれがはしりさるのを止めるひつようがある。";"We need to stop him from running away.";"N1";"止める";"止: 2"
"Suspension, Cancellation, Discontinuation";"ちゅうし";"やきゅうのしあいは、あめで中止になりました。";"The baseball game was called off due to rain.";"N3";"中止";"中: 1, 止: 2"
"Suspension, Cancellation, Discontinuation";"ちゅうし";"ざんねんですが、このきかくはいったん中止することになりました。";"Sorry, but it was decided that this project will be canceled for now.";"N3";"中止";"中: 1, 止: 2"
"Suspension, Cancellation, Discontinuation";"ちゅうし";"たのしみにしていた生ほうそうが中止になった。";"The live show I had been looking forward to was canceled.";"N3";"中止";"中: 1, 止: 2"
"Fur, Hair";"け";"あしの毛がボーボーです。";"My leg hair is bushy.";"N4";"毛";"毛: 2"
"Fur, Hair";"け";"うちの犬の毛はよくぬける。";"Our dog's fur falls off a lot.";"N4";"毛";"毛: 2"
"Fur, Hair";"け";"今一ばん大切なのはあたまの毛だ。";"Right now the most important thing to me is the hair on my head.";"N4";"毛";"毛: 2"
"Father, Dad";"ちち";"父がいるから、さびしくありません。";"I’m not lonely because my father is here.";"None";"父";"父: 2"
"Father, Dad";"ちち";"わたしの父は、ドイツ人です。";"My father is German.";"None";"父";"父: 2"
"Father, Dad";"ちち";"父はうしのちちをしぼるのがうまい。";"My father is very good at milking cows.";"None";"父";"父: 2"
"Father, Dad, Papa";"おとうさん";"お父さんはまい日リンゴをたべます。";"My father eats an apple every day.";"N5";"お父さん";"父: 2"
"Father, Dad, Papa";"おとうさん";"お父さんにだって分からないことはある。";"Even your father has something he doesn't understand. ";"N5";"お父さん";"父: 2"
"Father, Dad, Papa";"おとうさん";"お父さんのねこはかわいい。";"My dad’s cat is adorable.";"N5";"お父さん";"父: 2"
"Cow, Bull, Ox";"うし";"きょうこさんは牛をかっているらしい。";"Apparently Kyoko is raising a cow.";"N3";"牛";"牛: 2"
"Cow, Bull, Ox";"うし";"デイブは、牛ですよ。";"Dave is a cow.";"N3";"牛";"牛: 2"
"Cow, Bull, Ox";"うし";"かの女は、牛がらのドレスをきて、牛どんやに行ってきました。";"She came to a gyudon restaurant in a cow-spot patterned dress.";"N3";"牛";"牛: 2"
"Older Brother, Big Brother, Elder Brother";"あに";"山下さんはわたしの兄ににていますね。";"You look like my older brother, Mr. Yamashita.";"N5";"兄";"兄: 2"
"Older Brother, Big Brother, Elder Brother";"あに";"一ヶ月まえに兄がくろラブをつれていえにかえってきました。";"A month ago, my older brother came home with a black labrador.";"N5";"兄";"兄: 2"
"Older Brother, Big Brother, Elder Brother";"あに";"兄は、とうふにコーヒーをかけてたべるのがすきだ。";"My older brother likes eating tofu covered in coffee.";"N5";"兄";"兄: 2"
"Older Brother, Guy";"おにいさん";"どれがたかしのお兄さんですか。";"Which one is Takashi’s older brother?";"N5";"お兄さん";"兄: 2"
"Older Brother, Guy";"おにいさん";"今日のたっきゅうびんのお兄さんのかおがタイプすぎた。";"The delivery guy today had exactly the type of face I go for.";"N5";"お兄さん";"兄: 2"
"Older Brother, Guy";"おにいさん";"お兄さんのはなげがきになってしかたがない。";"I can’t help thinking about my older brother’s nose hair.";"N5";"お兄さん";"兄: 2"
"Winter";"ふゆ";"ことしの冬は、ゆきがたくさんふりました。";"It snowed a lot this winter.";"N5";"冬";"冬: 2"
"Winter";"ふゆ";"きょねんの冬にかいたえです。";"It's an illustration I drew last winter.";"N5";"冬";"冬: 2"
"Winter";"ふゆ";"冬をなめるといたい目にあうぞ！";"Don’t make light of winter or you’re sure to have a painful experience.";"N5";"冬";"冬: 2"
"North";"きた";"えきの北には、びょういんがあります。";"There is a hospital on the north side of the station.";"N5";"北";"北: 2"
"North";"きた";"北ちょうせんが又ミサイルをはっしゃした。";"North Korea launched a missile again.";"N5";"北";"北: 2"
"North";"きた";"北アメリカのゆうれいはとてもこわい。";"The ghosts in North America are so scary.";"N5";"北";"北: 2"
"Half";"はん";"わたしはこのえいがを三かい半みました。";"I’ve watched this movie three and a half times.";"N5";"半";"半: 2"
"Half";"はん";"JLPTまであと一ヵ月半しかありません。";"There is only a month and a half left until the JLPT.";"N5";"半";"半: 2"
"Half";"はん";"かの女は半じゅくたまごのようにかわいいね。";"She is as cute as a half-cooked egg.";"N5";"半";"半: 2"
"Old, Ancient, Out-Of-Date";"ふるい";"そのふくは古いので、もういりません。";"Those clothes are old, so I don’t need them anymore.";"N5";"古い";"古: 2"
"Old, Ancient, Out-Of-Date";"ふるい";"古いものにしがみついていては、あたらしいものをうけとることができません。";"If you hold onto old stuff, you can't get anything new.";"N5";"古い";"古: 2"
"Old, Ancient, Out-Of-Date";"ふるい";"ガレージで、古いパンツをみつけた。";"I found an old pair of underwear in our garage.";"N5";"古い";"古: 2"
"Secondhand, Used";"ちゅうこ";"中古ですが、ベンツをかいました。";"It’s used, but I bought a Benz.";"N3";"中古";"中: 1, 古: 2"
"Secondhand, Used";"ちゅうこ";"このあたりは、中古ショップがじゅうじつしています。";"There are a lot of secondhand stores in this area. ";"N3";"中古";"中: 1, 古: 2"
"Secondhand, Used";"ちゅうこ";"中古のかぐのような人とはけっこんしたくない。";"I don’t want to get married to someone who is like a piece of used furniture.";"N3";"中古";"中: 1, 古: 2"
"One Machine";"いちだい";"このテレビは、一台四万九千円です。";"These televisions are forty-nine thousand yen each.";"None";"一台";"一: 1, 台: 2"
"One Machine";"いちだい";"今はパソコン一台でかせぐじだいですからね。";"We're living in an era where you can make a living with a single computer.";"None";"一台";"一: 1, 台: 2"
"One Machine";"いちだい";"タクシーを一台よんでください。";"Could you call me a taxi?";"None";"一台";"一: 1, 台: 2"
"Two Machines";"にだい";"どうしてけいたいを二台もっているんですか。";"Why do you have two cell phones?";"None";"二台";"二: 1, 台: 2"
"Two Machines";"にだい";"コウイチの母のいえには、ピアノが二台ある。";"There are two pianos at Koichi's mom's house.";"None";"二台";"二: 1, 台: 2"
"Two Machines";"にだい";"うちのトイレにはテレビが二台しかない。";"There are only two televisions in our bathroom.";"None";"二台";"二: 1, 台: 2"
"Five Machines";"ごだい";"たいじゅうけいを五台かいました。";"I bought five scales.";"None";"五台";"五: 1, 台: 2"
"Five Machines";"ごだい";"あのいえのまえに、パトカーが五台もとまっている。";"There are five police cars parked in front of that house.";"None";"五台";"五: 1, 台: 2"
"Five Machines";"ごだい";"五台のバンがげきとつしてめりこんだ。";"The five vans smashed into each other.";"None";"五台";"五: 1, 台: 2"
"Ten Machines";"じゅうだい";"パソコンを十台ちゅう文しました。";"We ordered ten computers.";"None";"十台";"十: 1, 台: 2"
"Ten Machines";"じゅうだい";"ぼうはんカメラを十台せっちしました。";"We installed ten surveillance cameras.";"None";"十台";"十: 1, 台: 2"
"Ten Machines";"じゅうだい";"たんじょう日にはでんたくが十台ほしい。";"I want ten calculators for my birthday.";"None";"十台";"十: 1, 台: 2"
"Outside";"そと";"外でまちましょう。";"Let’s wait outside.";"N3";"外";"外: 2"
"Outside";"そと";"ねこたちは、まどの外にいるとりをジーッとみています。";"The cats are staring at the bird outside of the window.";"N3";"外";"外: 2"
"Outside";"そと";"今日は一日中外であくびをしていた。";"I kept yawning outside all day today.";"N3";"外";"外: 2"
"Foreigner, Outsider";"がいじん";"田中さんのむすめさんは外人さんとけっこんしたんだよ。";"Tanaka’s daughter got married to a foreigner.";"None";"外人";"外: 2, 人: 1"
"Foreigner, Outsider";"がいじん";"でんしゃでよっぱらった外人にからまれた。";"A drunk foreigner tried to pick a fight with me on the train.";"None";"外人";"外: 2, 人: 1"
"Foreigner, Outsider";"がいじん";"日本人と外人のあしのながさはかなりちがう。";"Leg length is quite different between Japanese people and foreigners.";"None";"外人";"外: 2, 人: 1"
"City";"し";"大阪市で生まれました。";"I was born in Osaka City.";"N1";"市";"市: 2"
"City";"し";"市のあたらしいマスコットキャラクターがけっていしました。";"The new mascot of the city has been decided.";"N1";"市";"市: 2"
"City";"し";"きょうとの市バスの中で、はいてしまった。";"I puked on a Kyoto city bus.";"N1";"市";"市: 2"
"Municipal, City";"しりつ";"そぼは市立びょういんに入いんしています。";"My grandmother is hospitalized at the municipal hospital.";"None";"市立";"市: 2, 立: 1"
"Municipal, City";"しりつ";"市立としょかんまでのみちをおしえてください。";"Please tell me the direction to the municipal library.";"None";"市立";"市: 2, 立: 1"
"Municipal, City";"しりつ";"大さか市立大がくのまえでさか立ちをした。";"I stood on my head in front of Osaka City University.";"None";"市立";"市: 2, 立: 1"
"Seattle, City Of Seattle";"しあとるし, シアトルし";"今はシアトル市にすんでいます。";"I live in Seattle now.";"None";"シアトル市";"市: 2"
"Seattle, City Of Seattle";"しあとるし, シアトルし";"わたしのお母さんは、シアトル市でそだちました。";"My mother grew up in Seattle.";"None";"シアトル市";"市: 2"
"Seattle, City Of Seattle";"しあとるし, シアトルし";"あなたのへんがおしゃしんを、シアトル市におくります。";"I will send that funny picture of you to Seattle.";"None";"シアトル市";"市: 2"
"Wide, Spacious";"ひろい";"友だちのへやは、広くてきれいです。";"My friend’s room is spacious and clean.";"N5";"広い";"広: 2"
"Wide, Spacious";"ひろい";"あのフランス人はおでこが広い。";"That French person has a wide forehead.";"N5";"広い";"広: 2"
"Wide, Spacious";"ひろい";"すげー広いな！";"Wow, this place is huge!";"N5";"広い";"広: 2"
"Mother, Mom";"はは";"母はタクシーにのりました。";"My mother got in a taxi.";"None";"母";"母: 2"
"Mother, Mom";"はは";"いもうとは、どんどん母ににてきました。";"My younger sister is getting to look like our mother more and more.";"None";"母";"母: 2"
"Mother, Mom";"はは";"母はとうふとふぐがすきだ。";"My mother likes tofu and fugu.";"None";"母";"母: 2"
"Mother, Mom";"おかあさん";"お母さんはどこ？";"Where’s mom?";"N5";"お母さん";"母: 2"
"Mother, Mom";"おかあさん";"ひこうき代なら、お母さんが出してあげるよ。";"I'm your mother, so I can pay for your flight for you.";"N5";"お母さん";"母: 2"
"Mother, Mom";"おかあさん";"お母さんのはなげはながい。";"My mom’s nose hair is long.";"N5";"お母さん";"母: 2"
"To Utilize, To Use";"もちいる";"トーフグににたなまえを用いるものがいます。";"There is a person who uses a name similar to Tofugu.";"N3";"用いる";"用: 2"
"To Utilize, To Use";"もちいる";"北ちょうせんは、かくへいきをおどしに用いる。";"North Korea uses nuclear weapons to threaten others.";"N3";"用いる";"用: 2"
"To Utilize, To Use";"もちいる";"えをかくために用いるふでで、かの女をくすぐった。";"I tickled her with a brush used for painting.";"N3";"用いる";"用: 2"
"Arrow";"や";"矢はなん本のこっていますか？";"How many arrows are left?";"N1";"矢";"矢: 2"
"Arrow";"や";"こいのキューピッドが矢をはなとうとしているよ。";"Cupid is about to fire an arrow.";"N1";"矢";"矢: 2"
"Arrow";"や";"ほくべい土人の矢じりがとんできた。";"A Native American arrowhead flew towards me.";"N1";"矢";"矢: 2"
"Rest, Break, Vacation, Holiday";"やすみ";"かとうさんのつぎの休みはいつですか？";"When is Kato’s next day off?";"N5";"休み";"休: 1"
"Rest, Break, Vacation, Holiday";"やすみ";"ひる休みにカフェでかき氷をたべました。";"During lunch break, I ate shaved ice at a cafe.";"N5";"休み";"休: 1"
"Rest, Break, Vacation, Holiday";"やすみ";"明日は休みなので、一日中一人でマリオカートをする予定です。";"Tomorrow is my day off, so I’m planning to play Mario Kart by myself for the entire day.";"N5";"休み";"休: 1"
"To Rest, To Take Time Off";"やすむ";"わたしはいえで休んでいます。";"I’m resting at home.";"N5";"休む";"休: 1"
"To Rest, To Take Time Off";"やすむ";"やるときにきちんとやることをやって、休むときはしっかり休んだ方がいいよ。";"You should rest up well when you can, and then work hard when you have to.";"N5";"休む";"休: 1"
"To Rest, To Take Time Off";"やすむ";"一日で休むことができるのは、トイレに座っている時だけだ。";"The only time that I rest each day is when I’m sitting on the toilet.";"N5";"休む";"休: 1"
"Suspension, Pause";"きゅうし";"わたしの大すきなバンドが、かつどうを休止しました。";"My absolute favorite band is on hiatus.";"None";"休止";"休: 1, 止: 2"
"Suspension, Pause";"きゅうし";"パソコンのスリープと休止じょうたいのちがいをおしえてください。";"Could you tell me the difference between sleep mode and hibernation mode on the computer, please?";"None";"休止";"休: 1, 止: 2"
"Suspension, Pause";"きゅうし";"しごとのと中で、小まめに小休止をとってエクササイズをするようにしています。";"I'm trying to take little breaks and exercise frequently during work.";"None";"休止";"休: 1, 止: 2"
"Holiday";"きゅうじつ";"休日は、えいがを見ることがおおいです。";"I watched a bunch of movies over the holiday.";"None";"休日";"休: 1, 日: 1"
"Holiday";"きゅうじつ";"たのしい休日をすごしてくださいね。";"Have a nice holiday!";"None";"休日";"休: 1, 日: 1"
"Holiday";"きゅうじつ";"休日をツリーハウスで過ごした。";"I spent the holiday in my tree house.";"None";"休日";"休: 1, 日: 1"
"First Of All, To Start With, Firstly, To Begin With";"まず";"先ず、下ごしらえをします。";"First, we do the prep work.";"N3";"先ず";"先: 1"
"First Of All, To Start With, Firstly, To Begin With";"まず";"先ず、その五十ねんかけてあつめた切手コレクションからだんしゃりしましょう。";"Why don't you declutter the stamp collection you've been working on for fifty years first?";"N3";"先ず";"先: 1"
"First Of All, To Start With, Firstly, To Begin With";"まず";"先ずは、チキンの羽をむしりとって、それぞれの羽に名前をつけます。";"First you need to pluck the chicken and then name each of the feathers.";"N3";"先ず";"先: 1"
"Tip, Ahead, First, Future";"さき";"ペンの先がつぶれた。";"The tip of the pen got crushed.";"N5";"先";"先: 1"
"Tip, Ahead, First, Future";"さき";"お先にどうぞ。";"Please go first.";"N5";"先";"先: 1"
"Tip, Ahead, First, Future";"さき";"この先にレストランがある。";"There's a restaurant just ahead of us.";"N5";"先";"先: 1"
"Tip, Ahead, First, Future";"さき";"先のことはだれにも分かりません。";"Nobody knows what the future holds.";"N5";"先";"先: 1"
"Month Before Last, The Month Before Last";"せんせんげつ";"先々月、キューバにりょこうにいきました。";"I took a trip to Cuba the month before last.";"N2";"先々月";"先: 1, 月: 1"
"Month Before Last, The Month Before Last";"せんせんげつ";"先々月、シアトル市で大あめがふったせいで、市のめいぶつの玉ねぎばたけがぜんめつしてしまった。";"Two months ago, due to the heavy rain in the city of Seattle, the city's famous onion field was entirely destroyed.";"N2";"先々月";"先: 1, 月: 1"
"Month Before Last, The Month Before Last";"せんせんげつ";"お母さんが先々月の携帯電話代を払ってくれた。";"My mom paid my cellphone bill the month before last.";"N2";"先々月";"先: 1, 月: 1"
"Last Month";"せんげつ";"先月、田中さんにあいました。";"I met Tanaka last month.";"N5";"先月";"先: 1, 月: 1"
"Last Month";"せんげつ";"先月、市立びょういんであなたのお兄さんを見ましたよ。";"I saw your older brother in the municipal hospital last month.";"N5";"先月";"先: 1, 月: 1"
"Last Month";"せんげつ";"彼らは先月コスプレパーティーをしました。";"They had a cosplay party last month.";"N5";"先月";"先: 1, 月: 1"
"The Other Day, A Few Days Ago, Other Day";"せんじつ";"先日はどうもありがとうございました。";"Thank you so much for the other day.";"N3";"先日";"先: 1, 日: 1"
"The Other Day, A Few Days Ago, Other Day";"せんじつ";"先日いった北かいどうのおまつりは二十日かんもつづくものらしい。";"I heard that the festival I went to the other day in Hokkaido is held for twenty days.";"N3";"先日";"先: 1, 日: 1"
"The Other Day, A Few Days Ago, Other Day";"せんじつ";"彼女は先日からずっと病気で寝ていると嘘をついた。";"She was lying about being sick in bed for a few days.";"N3";"先日";"先: 1, 日: 1"
"Teacher, Sensei, Doctor";"せんせい";"先生がアンナさんに手がみをかきました。";"The teacher wrote a letter to Anna.";"N5";"先生";"先: 1, 生: 1"
"Teacher, Sensei, Doctor";"せんせい";"ダリン先生のつぎの休みはいつですか？";"When is Dr. Darin's next day off?";"N5";"先生";"先: 1, 生: 1"
"Teacher, Sensei, Doctor";"せんせい";"先生と生徒の恋愛についてどう思いますか？";"What do you think of love between a student and a teacher?";"N5";"先生";"先: 1, 生: 1"
"Expert, Master";"めいじん";"かれは、けんどうの名人です。";"He is a kendo master.";"N3";"名人";"名: 1, 人: 1"
"Expert, Master";"めいじん";"かの女は、このくにに四人しかいないはいくの名人の一人です。";"She is one of the four haiku masters in this country.";"N3";"名人";"名: 1, 人: 1"
"Expert, Master";"めいじん";"彼はチェスの名人であるだけでなく、トランプの名人でもある。";"Not only is he an expert at chess, he’s also a master at cards.";"N3";"名人";"名: 1, 人: 1"
"Surname, Last Name, Family Name";"みょうじ";"さくらさんの名字は何といいますか。";"What is Sakura’s last name?";"N2";"名字";"名: 1, 字: 1"
"Surname, Last Name, Family Name";"みょうじ";"コウイチの名字をおしえてくれたら、お礼にてつ人二十八号のフィギュアをあげるよ。";"If you tell me Koichi's surname, I will give you a figure of Tetsujin 28 in return.";"N2";"名字";"名: 1, 字: 1"
"Surname, Last Name, Family Name";"みょうじ";"私の名字はあなたには絶対教えません。";"I will never tell you my family name.";"N2";"名字";"名: 1, 字: 1"
"Character, Kanji Character, Letter, Symbol";"じ";"もっとていねいに字をかいてください。";"Please write the character more carefully.";"N1";"字";"字: 1"
"Character, Kanji Character, Letter, Symbol";"じ";"八の字まゆ毛の男せいとけっこんしました。";"I married a man whose eyebrows are shaped like the character for eight.";"N1";"字";"字: 1"
"Character, Kanji Character, Letter, Symbol";"じ";"この字は何という意味ですか？";"What does this character mean?";"N1";"字";"字: 1"
"Bold Letter, Bold, Bold Character, Bold Text, Boldface";"ふとじ";"この字は太字にしてください。";"Make this character bold, please.";"None";"太字";"太: 2, 字: 1"
"Bold Letter, Bold, Bold Character, Bold Text, Boldface";"ふとじ";"マンションのエレベーターにのったら、でんこうけいじばんに赤い太字で「じしんです今すぐ外に出てください｣とかひょうじが出てきて、マジびびったよ。";"When I got on the elevator in my apartment, the bold, red message appeared saying ""Earthquake! Get out of this elevator right now,"" on the electric bulletin board so I got really scared.";"None";"太字";"太: 2, 字: 1"
"Bold Letter, Bold, Bold Character, Bold Text, Boldface";"ふとじ";"太字にすることで、その言葉を強調しましょう。";"Let’s put this in bold to add more emphasis.";"None";"太字";"太: 2, 字: 1"
"Letter (Of The Alphabet), Character, Letter, Text";"もじ";"文字はきいろにしてください。";"Make this letter yellow, please.";"N3";"文字";"文: 1, 字: 1"
"Letter (Of The Alphabet), Character, Letter, Text";"もじ";"マイケルは八じかんかけてコウイチにしょうけい文字で手がみをしたためた。";"Michael took eight hours to write a letter to Koichi in hieroglyphics.";"N3";"文字";"文: 1, 字: 1"
"Letter (Of The Alphabet), Character, Letter, Text";"もじ";"あなたからのメール、文字化けしちゃったみたいなんだけど、何て書いてたの？";"It looks like that email from you contained corrupted characters, what did you write?";"N3";"文字";"文: 1, 字: 1"
"Straight Line";"いちもんじ";"女の子は、おこって口を一文字にむすびました。";"The girl got angry and her mouth pursed into a straight line.";"None";"一文字";"一: 1, 文: 1, 字: 1"
"Straight Line";"いちもんじ";"ペーパータオルでさかなの水気をふきとったら、かわに一文字の切り目を入れてください。";"After wiping moisture off the fish with paper towels, score the skin straight across.";"None";"一文字";"一: 1, 文: 1, 字: 1"
"Straight Line";"いちもんじ";"白鳥たちは、うちの風呂場からその湖へ、真一文字になって飛んでいった。";"The swans flew in a straight line from our bathtub to the lake.";"None";"一文字";"一: 1, 文: 1, 字: 1"
"Uppercase Letters, Capital Letters, Uppercase";"おおもじ";"さいしょの字は、大文字でかいてください。";"Please capitalize the first letter.";"None";"大文字";"大: 1, 文: 1, 字: 1"
"Uppercase Letters, Capital Letters, Uppercase";"おおもじ";"タイトルを大文字でかき直してください。";"Please rewrite the title in uppercase letters.";"None";"大文字";"大: 1, 文: 1, 字: 1"
"Uppercase Letters, Capital Letters, Uppercase";"おおもじ";"何故だかわからないけど、小文字より大文字の方が好きです。";"For some reason I like uppercase more than lowercase.";"None";"大文字";"大: 1, 文: 1, 字: 1"
"Year 2011, 2011, The Year 2011";"にせんじゅういちねん";"２０１１年に、日本にいきました。";"I went to Japan in 2011.";"None";"２０１１年";"年: 1"
"Year 2011, 2011, The Year 2011";"にせんじゅういちねん";"主人は、２０１１年から火せいではたらいています。";"My husband has been working on Mars since 2011.";"None";"２０１１年";"年: 1"
"Year 2011, 2011, The Year 2011";"にせんじゅういちねん";"父は、２０１１年にようやくドラッグの使用を認めました。";"My father finally admitted to drug use in 2011.";"None";"２０１１年";"年: 1"
"By The End Of The Year, Before The End Of This Year, Within The Year";"ねんない";"年内には、かんせいするはずです。";"It should be complete within the year.";"None";"年内";"年: 1, 内: 2"
"By The End Of The Year, Before The End Of This Year, Within The Year";"ねんない";"年内にフォロワー10万人目ざします。";"I'm aiming to reach 100,000 followers by the end of this year.";"None";"年内";"年: 1, 内: 2"
"By The End Of The Year, Before The End Of This Year, Within The Year";"ねんない";"この暗殺は、年内に遂行されなくてはならない。";"The assassination must be carried out before the year is over.";"None";"年内";"年: 1, 内: 2"
"Year Round, All Year, Whole Year, Throughout The Year";"ねんじゅう";"この町のそらは、年中どんよりしています。";"The sky in this town is overcast all year.";"N3";"年中";"年: 1, 中: 1"
"Year Round, All Year, Whole Year, Throughout The Year";"ねんじゅう";"トーフグのしゃいんは、二十四じかん年中むきゅうではたらいている。";"Tofugu employees work twenty four seven, year round.";"N3";"年中";"年: 1, 中: 1"
"Year Round, All Year, Whole Year, Throughout The Year";"ねんじゅう";"この国では一年中雨が降るんだが、妻もまた年中その文句を言うんだ。";"It rains year round in this country and my wife complains about it year round as well.";"N3";"年中";"年: 1, 中: 1"
"First Year Student";"いちねんせい";"川下さんは、小学一年生のおとうとがいます。";"Kawashita has a brother who is a first year student in elementary school.";"None";"一年生";"一: 1, 年: 1, 生: 1"
"First Year Student";"いちねんせい";"ことしの四月、わたしは中学一年生になり、わたしのいもうとは小学一年生、兄はこうこう一年生、母と父は大学一年生になります。";"This April, I’m starting the first year of middle school, my little sister is starting the first year of elementary school, my older brother is starting the first year of high school, and my mother and father are starting the first year of university.";"None";"一年生";"一: 1, 年: 1, 生: 1"
"First Year Student";"いちねんせい";"まだ小学一年生が学ぶ漢字ですら知りません。";"I haven’t even learned the kanji that first grade elementary school students know yet.";"None";"一年生";"一: 1, 年: 1, 生: 1"
"Boy, Young Boy, Juvenile, Youth";"しょうねん";"少年は、やきゅうが大すきでした。";"The boy loved baseball.";"N3";"少年";"少: 2, 年: 1"
"Boy, Young Boy, Juvenile, Youth";"しょうねん";"けいさつかんは、一ぱんてきに、少年はんざいのかがいしゃを、けいさつの少年かにれんこうします。";"Police officers generally bring young offenders in to the police department's juvenile division.";"N3";"少年";"少: 2, 年: 1"
"Boy, Young Boy, Juvenile, Youth";"しょうねん";"私は腕白な少年ではなく、気が弱くて無口な少年でした。";"I wasn't a naughty boy, but a dimwitted and hesitant one.";"N3";"少年";"少: 2, 年: 1"
"Last Year";"きょねん";"去年の四月に日本にきました。";"I came to Japan in April of last year.";"N5";"去年";"去: 3, 年: 1"
"Last Year";"きょねん";"去年、はじめて夏コミにさんせんしました。";"Last year, I participated in the Summer Comiket for the first time.";"N5";"去年";"去: 3, 年: 1"
"Last Year";"きょねん";"彼はハンバーガーを毎日食べるので、去年よりも太ってしまった。";"He is fatter than he was last year because he eats hamburgers every day.";"N5";"去年";"去: 3, 年: 1"
"Early, Fast, Quick";"はやい";"よていより、十五分早くつきました。";"We arrived 15 minutes earlier than scheduled.";"N5";"早い";"早: 1"
"Early, Fast, Quick";"はやい";"かの女にこく白するのはまだ早いとおもうんだ。";"I think it's too early to ask her out.";"N5";"早い";"早: 1"
"Early, Fast, Quick";"はやい";"豆腐屋さんの朝はいつも早い。";"A tofu maker always wakes up early in the morning.";"N5";"早い";"早: 1"
"As Soon As, Just After, Immediately After, Quickly, Early";"そうそう, はやばや";"早々におへんじいただきありがとうございます。";"Thank you for your prompt reply.";"None";"早々";"早: 1"
"As Soon As, Just After, Immediately After, Quickly, Early";"そうそう, はやばや";"年まつだからか、人々が早々とすぎさっていく。";"I wonder if this is because it's the end of year, but people are passing by quickly.";"None";"早々";"早: 1"
"As Soon As, Just After, Immediately After, Quickly, Early";"そうそう, はやばや";"新年早々、借金を催促されるなんてひどすぎる。";"It’s too cruel to demand money right after the start of the new year.";"None";"早々";"早: 1"
"Spirit, Energy";"き";"かのじょはとつぜん、気をうしなった。";"She suddenly lost consciousness.";"N4";"気";"気: 1"
"Spirit, Energy";"き";"気をつけてかえってきてね。";"Please come back safe.";"N4";"気";"気: 1"
"Spirit, Energy";"き";"おまえ、気は確かか？";"Are you out of your mind?";"N4";"気";"気: 1"
"To Be Pleased, To Be Satisfied, To Be Happy";"きにいる";"このぼうし、とっても気に入りました。";"I’m very happy with this hat.";"N3";"気に入る";"気: 1, 入: 1"
"To Be Pleased, To Be Satisfied, To Be Happy";"きにいる";"玉ねぎ王子に気に入ってもらうために、アメリカ中の玉ねぎをかいしめて玉ねぎごてんをたてました。";"In order to please Prince Onion, I bought all the onions in America and built an onion palace.";"N3";"気に入る";"気: 1, 入: 1"
"To Be Pleased, To Be Satisfied, To Be Happy";"きにいる";"君の新しい子犬が気に入ってもらえるといいんだけど。";"I hope you’re happy with your new puppy.";"N3";"気に入る";"気: 1, 入: 1"
"One Breath, One Go, One Sitting";"いっき";"にがいくすりを一気にのみほしました。";"I drank the bitter medicine down in one gulp.";"N1";"一気";"一: 1, 気: 1"
"One Breath, One Go, One Sitting";"いっき";"元気そうな父のかおを見たら、一気に気がぬけました。";"It was such a relief to see my father, who looked well.";"N1";"一気";"一: 1, 気: 1"
"One Breath, One Go, One Sitting";"いっき";"僕のひいお婆さんは、ぎょう子を二百こ一気にたべた。";"My great-grandma ate two hundred gyoza in one sitting.";"N1";"一気";"一: 1, 気: 1"
"Feeling, Mood";"きぶん";"今日はあさから気分がいいです。";"I’ve been feeling great since this morning.";"N4";"気分";"気: 1, 分: 2"
"Feeling, Mood";"きぶん";"なんとなくピクニックに出かけたい気分です。";"I feel like going on a picnic now.";"N4";"気分";"気: 1, 分: 2"
"Feeling, Mood";"きぶん";"君が僕と結婚してくれたら、残りの人生ずっといい気分ですごせると思うよ。";"If you marry me, I think I’ll be in a good mood for the rest of my life.";"N4";"気分";"気: 1, 分: 2"
"Popular, Popularity";"にんき";"このビールはとても人気があります。";"This beer is very popular.";"N3";"人気";"人: 1, 気: 1"
"Popular, Popularity";"にんき";"あのどう人しの人気のひみつをさぐっている。";"I am probing into why that doujinshi is so popular.";"N3";"人気";"人: 1, 気: 1"
"Popular, Popularity";"にんき";"「私がこの辺りで一番人気の高いベリー採集者であります。」と熊が言った。";"""I am the most popular berry collector around here,"" said the bear.";"N3";"人気";"人: 1, 気: 1"
"Energy, Health, Energetic, Healthy";"げんき";"お父さんは、元気ですか。";"How is your father?";"N5";"元気";"元: 2, 気: 1"
