"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"Profit";"さいさん";"もし別の惑星で金を見つけることができて、それを地球に持ち帰って販売した場合、採算は取れるのでしょうか。";"If we found gold on another planet, took it back to Earth and sold it, would we make a profit?";"N1";"採算";"採: 5, 算: 2"
"Sakura, Cherry Tree, Cherry Blossom";"さくら";"相手の気を引いたりうまく釣ったりする人のことを英語ではデコイと言うが、日本語では桜、ネット用語では釣りと言う。";"A person who entices or lures another person is called decoy in English, sakura in Japanese, and troll on the internet.";"N3";"桜";"桜: 5"
"Cherry";"さくらんぼ";"この桜んぼ、やばいくらい美味しいんだけど。";"These cherries are ridiculously tasty.";"None";"桜んぼ";"桜: 5"
"Horse Meat";"さくらにく";"お前も一緒に桜肉パーティーに来いよ。イカしたパーティーになるぜ。";"You should come with me to the horse meat party. It’s going to be hip.";"None";"桜肉";"桜: 5, 肉: 2"
"Pink, Pink Color, Color Pink";"さくらいろ";"自分が二歳か三歳の頃に、一丁前に桜色のタキシードを着てる写真を見ました。";"I saw a picture of me in a full-fledged pink tux when I was two or three years old.";"None";"桜色";"桜: 5, 色: 2"
"Forever, Eternity, Permanence";"えいえん";"キッチンタイマーが鳴るのを待つのって、かなり永遠な感じがするよね。";"Waiting for the kitchen timer to go off feels like forever, doesn't it?";"N3";"永遠";"永: 5, 遠: 2"
"Forever, Eternity, Permanence";"えいえん";"もう永遠に日本には帰ってこないの？";"Won't you ever come back to Japan again?";"N3";"永遠";"永: 5, 遠: 2"
"Forever, Eternity, Permanence";"えいえん";"ある魔女の魔法で、この国には永遠の冬がもたらされたんだけど、魔女はその鍋に永遠に封印されていてね。魔女を解き放たない限りは、四季は取り戻せないんだ。";"A witch's magic has brought eternal winter to this country, but she's been permanently sealed in that pot. Unless we release the witch, we can't bring the four seasons back.";"N3";"永遠";"永: 5, 遠: 2"
"Forever, Eternity";"えいきゅう";"脇毛を永久脱毛したから、今脇はツルツルだよ。";"I’ve removed my armpit hair permanently, so my armpits are very smooth now.";"N3";"永久";"永: 5, 久: 5"
"Liquid";"えきたい";"機内に持ち込み可能な液体の量はどれぐらいですか。";"What is a practical amount of water to bring on a plane?";"N2";"液体";"液: 5, 体: 2"
"Blood";"けつえき";"どうして血液は赤いのですか。";"Why is blood red?";"N2";"血液";"血: 3, 液: 5"
"Eye, Eyeball";"め, まなこ";"コンピュータを使う仕事は眼を酷使しやすい。";"Using computers to work can easily overwork your eyes.";"None";"眼";"眼: 5"
"Eyeball";"がんきゅう";"私は自分の左の眼球をあちこち捜したが、なかなか見つけられなかった。";" I searched high and low for my left eyeball, but I just couldn’t find it.";"N1";"眼球";"眼: 5, 球: 3"
"Farsightedness";"ろうがん";"老眼は大体いつ頃から始まるんですか。";" When does age-related farsightedness usually start?";"None";"老眼";"老: 4, 眼: 5"
"Ancestors, One's Ancestors";"せんぞ";"うちの家族には、六世代に渡って先祖代々受け継がれてきた特別なおむつがあります。";"Our family has a special diaper that has been passed down from father to son for six generations.";"N2";"先祖";"先: 1, 祖: 5"
"Grandfather, Grandpa";"そふ";"う〜ん、何て言ったらいいのかな。僕の祖父は単なる気分屋なんだよね。機嫌がいい時もあれば、悪い時もあるっていうか。だから、あんまり気にしないで。";"Ummm... what can I say? My grandpa is just a moody kind of a guy. He has highs and he has lows. So, don’t even bother him.";"N4";"祖父";"祖: 5, 父: 2"
"Grandmother, Grandma";"そぼ";"私の祖母はいつも指にド派手な指輪を嵌めています。";"My grandmother always has flashy jewelry on her fingers.";"N4";"祖母";"祖: 5, 母: 2"
"Achievement, Accomplishment";"こうせき";"成功が誰の功績かを判断するのは難しい。";"It’s difficult to decide who deserves credit for success.";"N2";"功績";"功: 4, 績: 5"
"Grades, Ranking";"せいせき";"家庭教師の先生のお陰で、成績がグンと上がりました。";"My grades have gotten a lot better thanks to my personal tutor.";"N3";"成績";"成: 4, 績: 5"
"Interest";"きょうみ";"俺はエロゲに全く興味が無いふりをしている。";"I’m pretending that I have no interest in hentai games.";"N4";"興味";"興: 5, 味: 3"
"Self Defense";"じえい";"自衛のための殺人は合法なのでしょうか。";"Is it legal to murder someone in self defense?";"N2";"自衛";"自: 2, 衛: 5"
"Hygiene";"えいせい";"その歯科衛生士は、お口を開けてください、と私に言いながらにやりと笑い、日焼けした顔に白い歯をキラリと見せた。";"As the dental hygienist told me to open my mouth I saw a flash of white teeth from her tanned face.";"N1";"衛生";"衛: 5, 生: 1"
"Complicated, Complex";"ふくざつ";"当時、家庭環境が複雑だったので、高校には行っていません。";"I didn’t go to high school because my family life was complicated at the time.";"N4";"複雑";"複: 5, 雑: 5"
"Satellite";"えいせい";"落下する衛星を避けることは、不可能ではありません。";"It’s not impossible to avoid a falling satellite.";"N3";"衛星";"衛: 5, 星: 2"
"Multiple, Plural";"ふくすう";"私には複数のニックネームとアカウントがあります。";"I have multiple nicknames and accounts.";"N2";"複数";"複: 5, 数: 2"
"Copying, Duplication, Copy, Duplicate";"ふくしゃ";"一枚目はお手元にお持ちください。私達は複写の方を頂きますね。";"You can keep the original, but we’ll take a copy.";"N2";"複写";"複: 5, 写: 3"
"Noise, Static";"ざつおん";"この音声ファイルの雑音を消したいんです。";"I want to get rid of the static in this sound file.";"N2";"雑音";"雑: 5, 音: 1"
"Miscellaneous Expenses";"ざっぴ";"日本の大学生の食費と雑費の平均はいくらぐらいですか。";"What is the average cost of a Japanese college student’s food and miscellaneous expenses?";"None";"雑費";"雑: 5, 費: 4"
"Sour";"すっぱい";"最初に食べた食べ物は腐りかけていて酸っぱかったです。";"The first food I ate was rotten and sour.";"N1";"酸っぱい";"酸: 5"
"Agreement, Approval, Support";"さんせい";"日本が新たな移民を受け入れることには賛成ですか。";"Do you support Japan accepting new immigrants?";"N1";"賛成";"賛: 5, 成: 4"
"Oxygen";"さんそ";"毎日午後に有酸素運動をしています。";"I do aerobic exercises every afternoon.";"N3";"酸素";"酸: 5, 素: 5"
"Coin, Money, Bucks";"ぜに";"桜田さんは中川さんからいつも銭ゲバって言われています。";"Ms. Sakurada is always told that she is greedy for money by Mr. Nakagawa.";"None";"銭";"銭: 5"
"Coin, Money, Bucks";"ぜに";"ビエトのやつ、いつもいいシノギを見つけてくるよな。ちょっと銭のかせぎ方を教えてもらいたいよ。";"That Viet guy always finds a good way to make a buck. I'd like to learn how to make a few bucks.";"None";"銭";"銭: 5"
"Coin, Money, Bucks";"ぜに";"私は妻のために死ぬまで働いて銭を稼ぐだけの奴隷ですよ。";"I'm just a slave who will work until I die to earn money for my wife.";"None";"銭";"銭: 5"
"Public Bath";"せんとう";"祖父の一日は、銭湯から始まります。";"My grandfather starts his day by going to a public bath.";"None";"銭湯";"銭: 5, 湯: 3"
"To Keep A Pet, To Raise A Pet, To Own A Pet";"かう";"何か爬虫類をペットに飼いたいな。";"I want to keep some reptiles as pets.";"N3";"飼う";"飼: 5"
"Wound, Damage, Flaw";"きず";"ウクレレに傷がついちゃったんです。";"I got a scratch on my ukulele.";"N1";"傷";"傷: 6"
"Wound, Damage, Flaw";"きず";"オレの名前によくも傷をつけてくれたな？！絶対に許さねえぞ！";"How dare you damage my reputation? I'll never forgive you!";"N1";"傷";"傷: 6"
"Wound, Damage, Flaw";"きず";"京都駅の階段で転んでできた傷は十年経った今もまだ治っていません。";"The scars from a fall on the stairs at Kyoto Station have still not healed after ten years.";"N1";"傷";"傷: 6"
"To Damage Something, To Injure Something";"いためる";"強い日差しに当たってはだを傷めてしまった。";"The strong sunshine damaged my skin.";"None";"傷める";"傷: 6"
"To Damage Something, To Injure Something";"いためる";"下着はデリケートな生地を使っていることが多いので、高い温度での洗たくや乾そうは生地を傷める原因になる。";"Underwear is often made of delicate fabrics, so washing and drying them at high temperatures can damage the fabric.";"None";"傷める";"傷: 6"
"To Damage Something, To Injure Something";"いためる";"染毛剤は髪の毛を傷める。";"Hair dye damages your hair.";"None";"傷める";"傷: 6"
"Heartbreak";"しょうしん";"彼に振られて傷心気味なので、パリに傷心旅行に行くんです。";"He dumped me and I’m a little heartbroken, so I’m going on a trip to Paris to get over it.";"None";"傷心";"傷: 6, 心: 2"
"Injured Person, Wounded Person";"しょうしゃ";"その事故による死者は三名、傷者は二百人以上にのぼるという。";"It’s said that there were three killed and more than 200 wounded in that accident.";"None";"傷者";"傷: 6, 者: 3"
"Liberal Democratic Party, LDP";"じみんとう";"我らが自民党が今年は熱いな。もう誰も我々のことを「愚民党」なんて呼ぶことはないだろう。";"Our Liberal Democratic Party is hot stuff this year. Nobody would call us the Loopy Democratic Party anymore.";"None";"自民党";"自: 2, 民: 4, 党: 6"
"Communist Party";"きょうさんとう";"最初に気づいたのは、彼が共産党員だということでした。";"The first thing I noticed was that he was a member of the Communist Party.";"None";"共産党";"共: 4, 産: 4, 党: 6"
"Political Party";"せいとう";"日本での政党の成立要件を教えてください。";"Could you tell me what the requirements are for establishing a political party in Japan?";"N2";"政党";"政: 5, 党: 6"
"Party Member";"とういん";"ある共和党の党員の演説にとても感動しました。";"I was deeply moved by a speech made by a member of the Republican Party.";"None";"党員";"党: 6, 員: 3"
"Socialist Party";"しゃかいとう";"社会党の主張は現実的ではないような気がする。";"The Socialist Party’s statements don’t seem to be realistic.";"None";"社会党";"社: 2, 会: 2, 党: 6"
"Egg";"たまご";"「卵がかえる前にひなを数えるな」という諺は、日本語では「とらぬ狸の皮算用をするな」です。";"The proverb ""Don’t count your chickens before they hatch"" is ""Don’t assume you can grab a tanuki"" in Japanese.";"N5";"卵";"卵: 6"
"Raw Egg";"なまたまご";"「生卵アレルギーはありますか？」「私の知る限りではありません。」";"""Do you have raw egg allergy?"" ""Not that I know of.""";"None";"生卵";"生: 1, 卵: 6"
"Boiled Egg";"ゆでたまご";"僕が君のゆで卵を盗んだと思っているのなら、とんだお門違いだよ。";"If you think I stole your boiled egg, you’re barking up the wrong tree.";"None";"ゆで卵";"卵: 6"
"Strict, Harsh, Severe";"きびしい";"インターネットでは厳しいコメントを書く人が多い。";"Many people write harsh comments on the internet.";"N4";"厳しい";"厳: 6"
"Strictly Forbidden, Strictly Prohibited, Strict Prohibition, Ban";"げんきん";"従業員同士の私語は厳禁です。";"Private conversations with coworkers are strictly prohibited.";"None";"厳禁";"厳: 6, 禁: 5"
"To Throw Away, To Abandon";"すてる";"私の主人は、たとえ一日でも賞味期限が過ぎていたら捨てるんですよ。";"My husband throws away food that’s past its freshness date, even if it was only by one day.";"N4";"捨てる";"捨: 6"
"To Be Crowded";"こむ";"休日だろうが何だろうがディズニーランドはいつでも込んでるよ。";"Disneyland is always crowded, whether or not it's a holiday.";"N4";"込む";"込: 9"
"Secret, Private";"ひそか";"僕たちは、お互いの家族にも知らせず、密かに入籍をしたんだ。";"We entered the family registry in secret, without even letting the whole family know.";"N1";"密か";"密: 6"
"Secret Meeting, Clandestine Meeting";"みっかい";"私達は密会によくこの部屋を利用しています。";"We often make use of this room for secret meetings.";"None";"密会";"密: 6, 会: 2"
"Secret Information";"みっこく";"とある会社の脱税について、税務署に密告したいと思ってるんです。";"I’d like to inform the tax office about a company’s tax evasion.";"None";"密告";"密: 6, 告: 4"
"Secret, A Secret";"ひみつ";"秘密は誰にも言わないよ。ちゃんと、口にチャックしておくよ。";"Your secret is safe with me. My lips are sealed.";"N3";"秘密";"秘: 6, 密: 6"
"Smuggling";"みつゆ";"俺は一度麻薬の密輸をする話を持ちかけられたことがあるよ。もちろん断ったけどね。";"I was asked to smuggle narcotics once.  Of course I refused.";"None";"密輸";"密: 6, 輸: 5"
"To Dye";"そめる";"髪を何色に染めるか迷っています。";"I’m wondering what color to dye my hair.";"N1";"染める";"染: 6"
"Infection, Contagion";"かんせん";"歯周病は感染症の一種だとは知りませんでした。";"I didn’t know that periodontitis is a type of infectious disease.";"N1";"感染";"感: 3, 染: 6"
"Contagious Disease";"でんせんびょう";"世界で一番危険な伝染病は何ですか。";"What is the most dangerous infectious disease in the world?";"None";"伝染病";"伝: 4, 染: 6, 病: 3"
"To Get Dirty, To Get Polluted, To Become Dirty";"よごれる, けがれる";"汚れやすいので白いコントローラーはお勧めしません。";"I don’t recommend white controllers because they get dirty easily.";"N1";"汚れる";"汚: 9"
"To Get Dirty, To Get Polluted, To Become Dirty";"よごれる, けがれる";"血で汚れたシーツや服は、すぐにオキシドールで洗えば綺麗になるよ。";"You can remove blood stains from linen and clothing by washing them right away in hydrogen peroxide.";"N1";"汚れる";"汚: 9"
"To Get Dirty, To Get Polluted, To Become Dirty";"よごれる, けがれる";"知らないの？汚れた天使は、もう天界にはいられないんだよ。";"Didn't you know? Defiled angels can't stay in the heavenly realm.";"N1";"汚れる";"汚: 9"
"Pollution";"おせん";"自国のPM2.5汚染レベルはどうすれば分かるのでしょうか。";"How can I find out about PM2.5 contamination levels in my community?";"N3";"汚染";"汚: 9, 染: 6"
"Dirty Water, Filthy Water, Sewage";"おすい";"雪の日に汚水の配管が詰まってしまいました。";"Sewage pipes get blocked on snow days.";"None";"汚水";"汚: 9, 水: 1"
"Stain, Smudge";"おてん";"人生の汚点は日本語では黒歴史とも呼ばれる。";"A disgrace in life is also called dark history in Japanese.";"None";"汚点";"汚: 9, 点: 2"
"Wanted, Desired, Want";"ほしい";"「欲しいものを買っていいよ。金額の制限は無しだよ。」「まあ！熱でもあるの？ 何かあったの？」";"""You can buy anything you want. Money is no limit."" ""Wow! Do you have a fever? What’s up with you?""";"N5";"欲しい";"欲: 6"
"Wants, Desires, Craving";"よっきゅう";"カップラーメンでは、私のラーメン欲求をみたすことは出来ません。";"I can't satisfy my ramen craving with cup noodles.";"None";"欲求";"欲: 6, 求: 4"
"Wants, Desires, Craving";"よっきゅう";"人間にはプライドがあり、自分の価値を認められたいという欲求がある。";"Humans have pride and a desire to be recognized for their worth.";"None";"欲求";"欲: 6, 求: 4"
"Wants, Desires, Craving";"よっきゅう";"私の妻は、頻繁に欲求不満になります。";"My wife is constantly frustrated.";"None";"欲求";"欲: 6, 求: 4"
"Carnal Desires";"にくよく";"どうしてキリスト教徒と仏教徒の中には、肉欲を罪深いものだとして否定する人がいるのですか。";"Why do some Christians and Buddhists deny their carnal desires like they’re something sinful?";"None";"肉欲";"肉: 2, 欲: 6"
"Appetite";"しょくよく";"ダイエットをしたいんですが、食欲があり過ぎるんですよね。";"I want to go on a diet, but I have too much of an appetite.";"N3";"食欲";"食: 2, 欲: 6"
"Warm, Mild";"あたたかい, あったかい";"今日はポカポカと暖かい一日だった。";"It was a nice warm day today.";"N3";"暖かい";"暖: 6"
"Warm, Mild, Warmth";"おんだん";"今年の冬は例年よりも寒くて雪も凄く降ったけど、本当に地球は温暖化してるのかね。";"This winter is unusually cold and we have had tons of snow, so is the earth really getting warmer?";"N3";"温暖";"温: 3, 暖: 6"
"Desk";"つくえ";"「君の机の上に、コウイチの写真を置いておいたよ。」「ありがとう。恩に着るよ。」";"""I put the picture of Koichi on your desk."" ""Thanks. I owe you one.""";"N5";"机";"机: 6"
"To Conceal, To Keep Secret";"ひめる";"彼は内に秘めるタイプなので、心配しています。";"I’m worried about him because he tends to hide his feelings.";"None";"秘める";"秘: 6"
"Constipation";"べんぴ";"便秘がひどくてさぁ。もう一週間以上ウンコしていないんだよ！";"I’ve been constipated. I haven’t pooped in a week!";"None";"便秘";"便: 4, 秘: 6"
"Simple, Easy";"かんい";"とりあえず、簡易のテントを張っておいたよ。";"I've put up a simple tent for now.";"N1";"簡易";"簡: 6, 易: 5"
"Simple, Easy";"かんい";"かなり簡易な作りですが、フンドシを作ってみました。";"It's a pretty simple pattern, but I made a fundoshi.";"N1";"簡易";"簡: 6, 易: 5"
"Simple, Easy";"かんい";"もしうちに泊まりたいなら、簡易ベッドがあるよ。";"If you want to sleep over at our place, we have a cot.";"N1";"簡易";"簡: 6, 易: 5"
"Reason";"わけ";"どうして便器の上で逆立ちをしようとしたのか訳を聞かせてください。";"Can you tell me the reason why you tried doing a handstand over the toilet?";"N3";"訳";"訳: 6"
"To Translate";"やくす";"この単語を訳すのは難しい。";"This word is difficult to translate.";"N2";"訳す";"訳: 6"
"Translator";"やくしゃ";"この本の訳者の名前、何て読むか知ってる？";"Do you know how to read the name of this book’s translator?";"None";"訳者";"訳: 6, 者: 3"
"Translated Term";"やくご";"日本語の中には、良い英語の訳語が無い時がある。";"For some Japanese words, there are no good English equivalents.";"None";"訳語";"訳: 6, 語: 2"
"Interpreting, Interpretation";"つうやく";"もし私が全能の神だったら、この会話を通訳してあげることができるけど、そうじゃないから無理だわ。ごめんよ。";"If I were omnipotent, I would be able to interpret this conversation for you, but I’m not, so I can’t. Sorry.";"N2";"通訳";"通: 2, 訳: 6"
"English Translation";"えいやく";"日本語から英訳することしかできません。";"All I can do is to translate from Japanese to English.";"None";"英訳";"英: 4, 訳: 6"
"Japanese Translation";"わやく";"いくつか小さな間違いはあるものの、うまく和訳できていると思いますよ。";"Aside from some minor mistakes, I think your Japanese translation was pretty good.";"None";"和訳";"和: 3, 訳: 6"
"To Prolong, To Extend";"えんちょうする";"ビザを延長するにはどこに行ったらいいのか知ってる？";"Do you know where I should go to extend my visa?";"None";"延長する";"延: 6, 長: 2"
"Too Late, Now";"いまさら";"今更ですが、マイ箸を持ち歩き始めました。";"It may be a little late, but I started carrying around my own pair of chopsticks.";"N1";"今更";"今: 2, 更: 9"
"To Leak Something, To Leak";"もらす";"もう限界だ！君の行動にはうんざりだよ、フグ。どうしていつも小便を漏らすんだ？ああ、また海出身だからなんて言わないでくれよ。君のお決まりの言い訳はもう聞き飽きているからね。";"Bloody hell! I’m just totally fed up with your behavior, Fugu. Why do you wet your pants all the time? Oh, don’t tell me again that you are from the ocean. I’ve heard enough of the same excuses.";"N1";"漏らす";"漏: 9"
"To Go Beyond";"こす";"どうすればNBA選手のように身長が6.5フィートを越すのでしょうか。今、6フィートなのですが、6.5を越したいのです。";"How can I be taller than 6.5 feet like NBA players? I’m 6 feet now and I want to go beyond 6.5.";"N3";"越す";"越: 9"
"To Be Happy, To Be In High Spirits, To Be Elated";"うかれる";"たくさんの人がオリンピックに浮かれすぎている。";"Many people get too carried away by the olympics.";"None";"浮かれる";"浮: 9"
"To Edit";"へんしゅうする";"今オフィスで資料の要約を編集しているところよ。";"I’m editing a document summary in the office right now.";"None";"編集する";"編: 5, 集: 3"
"Vacuum Cleaner";"そうじき";"科学者は、宇宙はある巨大な掃除機だと言うでしょ？だったら、それをカーペットを掃除するのに使ったらいいんじゃない？？";"Scientists say that space is one giant vacuum, right? So why don’t we just use that to clean our carpets?";"None";"掃除機";"掃: 9, 除: 6, 機: 4"
"To Go For A Walk, To Go For A Stroll";"さんぽする";"妻が、今日は早目に仕事を切り上げて犬の散歩をしてほしいと言っているのですが、よろしいでしょうか。";"My wife wants me to leave work early and take the dog for a walk today. Is it okay with you?";"None";"散歩する";"散: 4, 歩: 2"
"Gorgeous, Flamboyant, Brilliant, Remarkable";"はなばなしい";"その左利きの投手は、大リーグで華々しいデビューを飾りました。";"That left‐handed pitcher made a brilliant major league debut.";"N1";"華々しい";"華: 9"
"Except";"のぞいて";"彼女は厄介な仕事をうまくやってのけた…あることを除いて、だが。";"She managed to do well on those tricky jobs... except for that.";"None";"除いて";"除: 6"
"Impersonation";"ものまね";"「いつも何してるの？」「毎日一日中物真似の練習をしてるよ。」";"""What do you do every day?"" ""I practice impersonations all day, every day.""";"None";"物真似";"物: 3, 真: 3, 似: 5"
"Graveyard, Cemetery";"はかば";"墓場の隣に住んだら、お化けがドアをノックすることもあるかもしれない。";"If you live next to a cemetery, ghosts might knock on your door.";"None";"墓場";"墓: 5, 場: 2"
"To Close, To Shut";"しめる";"旦那がペットボトルのキャップを閉める時、キツく締めすぎるのが嫌です。";"I hate when my husband twists the caps back on plastic bottles really tightly.";"N5";"閉める";"閉: 6"
"Store Closed, Closed Store, Closing A Store, Closing Down A Store";"へいてん";"本日閉店。";"Stored closed today.";"None";"閉店";"閉: 6, 店: 2"
"Store Closed, Closed Store, Closing A Store, Closing Down A Store";"へいてん";"もう一度あの閉店しちゃった洋菓子屋のケーキが食べたいな。";"I'd like to eat the cakes from that closed down candy store again.";"None";"閉店";"閉: 6, 店: 2"
"Store Closed, Closed Store, Closing A Store, Closing Down A Store";"へいてん";"「営業時間は何時から何時までですか？」「午前10時開店で、午後8時閉店となります。」";"""What are your business hours?"" ""We open at 10 a.m. and close at 8 p.m.""";"None";"閉店";"閉: 6, 店: 2"
"Opening And Closing, Opening And Shutting";"かいへい";"開閉時刻の変更は、小さな混乱と誤解を招いた。";"Changing the opening and closing times caused a little bit of confusion and misunderstanding.";"None";"開閉";"開: 3, 閉: 6"
"Magazine";"ざっし";"この雑誌の表紙のインターバル撮影された写真すごい好きかも。";"I really like the time-lapse photography on this magazine’s cover.";"N5";"雑誌";"雑: 5, 誌: 6"
"Ticket Window, Ticket Counter, Clerk, Customer Service";"まどぐち";"窓口の仕事ではあったが、彼女はその面接をとてもうまくこなした。";"She really aced the job interview even though it was just for a ticket window position.";"N2";"窓口";"窓: 6, 口: 1"
"Window";"まど";"この窓は何で作られているんですか。";"What’s this window made of?";"N5";"窓";"窓: 6"
"No";"いな, いいえ, いえ, いや";"そのビデオを見るか否か、まだ決めきれていない。";"I haven’t decided if I’ll watch the video or not yet.";"N1";"否";"否: 6"
"Denial, Deny, Negation";"ひてい";"その女優はダイエット中であることを否定した。";"The actress denied that she was on a diet.";"N3";"否定";"否: 6, 定: 3"
"Denial, Deny, Negation";"ひてい";"社長にやる事なす事全てを否定されて、やる気を完全に失ったよ。";"I completely lost motivation, as the president denied everything I do.";"N3";"否定";"否: 6, 定: 3"
"Denial, Deny, Negation";"ひてい";"二重否定の文はいつも上手く訳せないんです。";"I can't always translate double negative sentences well.";"N3";"否定";"否: 6, 定: 3"
"Rejection";"ひけつ";"今朝新聞で上院は議案を否決したって読んだよ。";"I read that the senate rejected the bill in the newspaper this morning.";"N1";"否決";"否: 6, 決: 3"
"Tendon, Sinew";"すじ";"ジョギングをしてる時に足の筋を痛めちゃってさ。";"I strained my leg when I was running.";"N3";"筋";"筋: 6"
"Tendon, Sinew";"すじ";"今日は久々に牛筋のに込みでも作ってみますか。";"I shall finally make beef tendon stew today.";"N3";"筋";"筋: 6"
"Tendon, Sinew";"すじ";"ほら、肉を焼く前にちゃんと筋を切っておかなかったから焼いたら縮んじゃったでしょ？";"Look, isn't it because you didn't cut the tendons before you fried it that the meat shrunk?";"N3";"筋";"筋: 6"
"Muscle";"きんにく";"毎日七時に仕事を終え、筋肉を鍛えるために帰り道にジムに寄ります。";"I leave work at 7 p.m. every day and then stop by the gym on my way home to develop my muscles. ";"N3";"筋肉";"筋: 6, 肉: 2"
"To Dangle Something, To Dangle";"たらす";"あの娘が涎を垂らしながら一服しているブルドッグの絵を描いたんだけど、それがすっごく可愛くってさ。";"She drew a picture of a bulldog drooling while napping and it was really cute.";"None";"垂らす";"垂: 6"
"Vertical, Perpendicular";"すいちょく";"ロケットは垂直に発射した。";"The rocket took off vertically.";"N2";"垂直";"垂: 6, 直: 2"
"Propaganda, Advertising";"せんでん";"トーフグの広告宣伝費はいくらぐらいですか。";"How much money does Tofugu spend on advertising?";"N2";"宣伝";"宣: 6, 伝: 4"
"Proclamation, Declaration";"せんげん";"ポツダム宣言っていつだっけ？";"When was the Potsdam Declaration?";"N1";"宣言";"宣: 6, 言: 2"
"Proclamation, Declaration";"せんげん";"ここに長きにわたった二国間の戦争が終結したことを宣言します。";"We hereby declare that the long war between the two countries is over.";"N1";"宣言";"宣: 6, 言: 2"
"Proclamation, Declaration";"せんげん";"彼のお気に入りのアイドルが、年末に引退するって宣言したから、彼も他のファンもショックを受けちゃってるのよ。";"His favorite idol shocked him and other fans by announcing that she will retire at the end of this year.";"N1";"宣言";"宣: 6, 言: 2"
"Revered, Noble, Precious";"とうとい, たっとい";"息子に、「命ってどれくらい尊いの？」なんて聞かれちゃってさ。言葉に窮しちゃったよ。";"My son asked me something like, ""How precious is life?"" I had difficulty answering him.";"N1";"尊い";"尊: 6"
"Respect";"そんけい";"彼の事、知れば知る程尊敬するのよね。";"The more I know him, the more I respect him.";"N3";"尊敬";"尊: 6, 敬: 6"
"Faithful, Devoted, Loyal";"ちゅうじつ";"私達の子どもはあなたの子と違って、忠実に言うことを聞くんです。";"Our kids faithfully do what they’re told, unlike yours.";"N1";"忠実";"忠: 6, 実: 3"
"Advice, Admonishment";"ちゅうこく";"彼の忠告を侮るでないぞ、さもなくば命を落としかねんぞ。";"Don’t make light of his advice, or else you might lose your life.";"N1";"忠告";"忠: 6, 告: 4"
"To Extend, To Spread";"ひろがる";"薄暗い部屋の床に、血が静かに拡がっていった。";"Blood was silently spreading on the floor in a dim room.";"None";"拡がる";"拡: 6"
"Enlargement, Expansion, Extension";"かくちょう";"どうやってそんなにピアスの穴を拡張したの？";"How did you expand your ear piercing hole that much?";"N2";"拡張";"拡: 6, 張: 5"
"Enlargement, Expansion, Extension";"かくちょう";"ファイルのサイズを拡張したいのですが。";"I'd like to extend the size of the file.";"N2";"拡張";"拡: 6, 張: 5"
"Enlargement, Expansion, Extension";"かくちょう";"日本政府は、羽田空港と成田空港を拡張するべきか議論している。";"The Japanese government is debating whether to enlarge Haneda and Narita airports.";"N2";"拡張";"拡: 6, 張: 5"
"Zoom, Magnification, Enlargement, Expansion";"かくだい";"このボタンをクリックしたら、コウイチの顔が拡大できるよ。";"If you click on this button, you can zoom in on Koichi's face.";"N3";"拡大";"拡: 6, 大: 1"
"Zoom, Magnification, Enlargement, Expansion";"かくだい";"コウイチはトーフグのビジネスを火星まで拡大するため、宇宙人を一人やとうことにした。";"Koichi decided to hire an alien to expand Tofugu's business to Mars.";"N3";"拡大";"拡: 6, 大: 1"
"Zoom, Magnification, Enlargement, Expansion";"かくだい";"写真を拡大した時に、彼氏の鼻毛が出てることを発見しちゃったんだよね。どん引きだったわ。";"I enlarged the photo and found out my boyfriend’s nose hairs were sticking out. I was turned off.";"N3";"拡大";"拡: 6, 大: 1"
"To Manipulate";"あやつる";"クマが裏でみんなを操っている黒幕だっていう噂があるんだ。";"There is a rumor that Kuma manipulates everyone behind the scenes.";"N1";"操る";"操: 6"
"Chastity";"みさお";"私の兄は女性は結婚するまで操を守るべきだと言う。";"My brother says that girls should preserve their chastity until marriage.";"None";"操";"操: 6"
"Operation, Handling, Manipulation";"そうさ";"他人にスマフォの遠隔操作を可能にさせるバックドアを発見しました。";"Someone found a backdoor that enables remote operation of your smartphone.";"N3";"操作";"操: 6, 作: 2"
"Calisthenics, Gymnastics";"たいそう";"この体操は見た目よりもずっときついんですよ。";"This exercise is actually a lot harder than it looks.";"N2";"体操";"体: 2, 操: 6"
"Honorific, Term Of Respect, Keigo";"けいご";"あの女が私に敬語を使わないなんて、本当に屈辱的だわ。";"It’s so humiliating that she never uses honorifics with me.";"N2";"敬語";"敬: 6, 語: 2"
"To Live, To Live One's Life";"くらす";"彼は今は幸せに暮らしているが、ああ見えて苦難を経験してるんだぜ。";"He is living a happy life now, but he actually experienced a lot of hardships.";"N3";"暮らす";"暮: 6"
"Unrefined, Rustic, Stupid";"やぼ";"うちの学校は本当に野暮だから、生徒たちのソーシャルメディアの利用を禁止してるんだよ。";"Our school is so stupid that they ban the use of social media by students.";"None";"野暮";"野: 2, 暮: 6"
"Ash, Ashes";"はい";"鹿児島の桜島の火山の噴火で、近くの街は灰だらけになってしまいました。";"The Sakurajima volcano eruption in Kagoshima covered the nearby city with ash.";"N1";"灰";"灰: 6"
"Gray, Gray Color";"はいいろ";"この灰色のお守りは、悪い気を追い払ってくれます。";"This gray charm drives out evil spirits.";"N2";"灰色";"灰: 6, 色: 2"
