"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"Batsu Game, Penalty Game";"ばつげーむ, ばつゲーム";"今だから言えるけど、あの時お前に告白したの、ただの罰ゲームだったんだよ。	";"I can tell you this now, but back when I confessed my feelings for you, it was only because of a batsu game.";"None";"罰ゲーム";"罰: 9"
"To Punish, To Penalize";"ばっする";"その選手は明らかにドーピングをしていたのに、罰せられなかったんだ。";"The athlete was clearly doping, yet he wasn't punished.";"N3";"罰する";"罰: 9"
"To Punish, To Penalize";"ばっする";"ウソをついている子どもがいたら、罰する前にまず理由を聞いてあげるべきです。";"If a child is lying, you should first ask why before punishing them.";"N3";"罰する";"罰: 9"
"To Punish, To Penalize";"ばっする";"コウイチはトーフグの秘密を漏らした従業員を罰した。";"Koichi punished the employees who leaked Tofugu’s secrets.";"N3";"罰する";"罰: 9"
"Birth";"たんじょう";"トーフグはどうやって誕生したんですか？";"How did Tofugu come about?";"N3";"誕生";"誕: 6, 生: 1"
"Birth";"たんじょう";"その男は、一九八五年にアメリカで誕生した。";"The man was born in the United States in 1985.";"N3";"誕生";"誕: 6, 生: 1"
"Birth";"たんじょう";"私の誕生日は四月八日で、お釈迦様の誕生日と同じ日です。";"My birthday is April 8th, which is the same birthday as Buddha’s.";"N3";"誕生";"誕: 6, 生: 1"
"To Undress, To Take Off Clothes";"ぬぐ";"日曜はたいていパジャマを脱がずに過ごします。";"I usually spend Sundays in my pajamas.";"N5";"脱ぐ";"脱: 9"
"To Undress, To Take Off Clothes";"ぬぐ";"「分かったよ。気温が何度だろうが、服を脱いでやるよ。」「いいぞ。その意気だ。」";"""Alright, I’ll take my clothes off no matter what the temperature is."" ""Good! That’s the spirit.""";"N5";"脱ぐ";"脱: 9"
"To Undress, To Take Off Clothes";"ぬぐ";"ジョナサンは、社員達にオフィスの中では帽子を脱ぐよう指示しました。";"Jonathan instructed employees to remove their hats while in the office.";"N5";"脱ぐ";"脱: 9"
"Digression, Derailment, Be Derailed";"だっせん";"その電車は、運転手のとっさの判断で、脱線をまぬがれました。";"The train was able to avoid derailment because of the driver's quick decision.";"N2";"脱線";"脱: 9, 線: 2"
"Digression, Derailment, Be Derailed";"だっせん";"話が脱線しました。";"I digressed from the subject.";"N2";"脱線";"脱: 9, 線: 2"
"Digression, Derailment, Be Derailed";"だっせん";"電車が脱線しましたが、怪我人はありませんでした。";"The train was derailed, but nobody was injured.";"N2";"脱線";"脱: 9, 線: 2"
"Omitted Character, Omitted Word";"だつじ";"あっ、ヤバい。一字脱字がある！";"Oh, no. There's one missing character!";"None";"脱字";"脱: 9, 字: 1"
"Omitted Character, Omitted Word";"だつじ";"この記事の中の、どこに脱字があるか分かりますか？";"Can you see where the missing characters are in this article?";"None";"脱字";"脱: 9, 字: 1"
"Omitted Character, Omitted Word";"だつじ";"誤字脱字を見つけたら、遠慮せずに教えてくださいね。";"Don’t be afraid to let me know if you find misspelled or missing words, please.";"None";"脱字";"脱: 9, 字: 1"
"To Escape, To Flee";"だっそうする";"どうやって脱走に成功したの？";"How did you manage to break out?";"None";"脱走する";"脱: 9, 走: 2"
"To Escape, To Flee";"だっそうする";"犬が脱走しないように、フェンスを作りました。";"We built a fence to prevent the dog from escaping.";"None";"脱走する";"脱: 9, 走: 2"
"To Escape, To Flee";"だっそうする";"重い刑罰を言い渡された犯罪者が、刑務所から脱走した。";"The criminal, who had received a heavy sentence, broke out of prison.";"None";"脱走する";"脱: 9, 走: 2"
"Tax Evasion";"だつぜい";"脱税するつもりはなかったんです。";"I didn't intend to evade taxes.";"None";"脱税";"脱: 9, 税: 5"
"Tax Evasion";"だつぜい";"脱税は森氏の指示でした。";"The tax evasion was at the direction of Mr. Mori.";"None";"脱税";"脱: 9, 税: 5"
"Tax Evasion";"だつぜい";"私は小さい頃、両親から親切な人になるよう教わりましたが、二人は脱税容疑で逮捕されました。";"My parents taught me how to be a kind person when I was little, but they were arrested on charges of tax evasion.";"None";"脱税";"脱: 9, 税: 5"
"Monk";"ぼうさん";"あの坊さんには、アメリカ人の血も混じっているんですよ。";"That monk has American blood in him.";"N2";"坊さん";"坊: 9"
"Monk";"ぼうさん";"人は見かけだけでは判断できないよ。例えば、アイツはヤクザみたいな見た目をしているけど、実は坊さんなんだぜ。";"Appearances can be deceptive. For example, he looks like a yakuza, but he is actually a monk.";"N2";"坊さん";"坊: 9"
"Monk";"ぼうさん";"くそ、彼女が付き合ってる坊さんたちには太刀打ちできねーよ。あいつら俺とはかなりレベルが違うんだ。";"Man, I can’t compete with the monks she goes out with. They’re on a whole other level.";"N2";"坊さん";"坊: 9"
"Baby, Infant";"あかんぼう";"ミルクもあげてみたし、オムツもかえてみたでしょ。それに、ゲップもさせてみた。あーどうしたら赤ん坊を泣き止ませることができるんだろう。";"We already tried feeding him, changing him, and burping him. Well, how can we get this baby to stop crying? ";"N4";"赤ん坊";"赤: 1, 坊: 9"
"Baby, Infant";"あかんぼう";"たいていの人は、ペットや赤ん坊を見ると、思わず「可愛い」と思ってしまう。";"Most people can't help but think ""cute"" when they see a pet or a baby.";"N4";"赤ん坊";"赤: 1, 坊: 9"
"Baby, Infant";"あかんぼう";"「赤ん坊、寝てる？起きてる？」「風邪を引いて寝てるよ。」";"""Is the baby sleeping or awake?"" ""He’s sleeping off a cold.”";"N4";"赤ん坊";"赤: 1, 坊: 9"
"Buddhist Priest, Shaved Head, Close-Cropped Hair";"ぼうず";"坊主になる前に頭を坊主にした。";"Before becoming a Buddhist priest, I shaved my head.";"None";"坊主";"坊: 9, 主: 3"
"Buddhist Priest, Shaved Head, Close-Cropped Hair";"ぼうず";"明日、バリカンで坊主にする。";"Tomorrow, I'll shave my head with clippers.";"None";"坊主";"坊: 9, 主: 3"
"Buddhist Priest, Shaved Head, Close-Cropped Hair";"ぼうず";"息子よ。現実的になれ。いい加減俺の後を継いで坊主になったらどうなんだ？";"Hey, son. You have to be realistic. Isn’t it about time you followed in my footsteps and became a Buddhist priest?";"None";"坊主";"坊: 9, 主: 3"
"Palace, Shrine, Prince, Princess";"みや";"主人は宮仕えでとても忙しくしており、私は四週間も顔も見ていません。";"My husband is so busy with the imperial court service that I haven’t seen him for four weeks.";"None";"宮";"宮: 3"
"Palace, Shrine, Prince, Princess";"みや";"僕の夢は、お父さんみたいな宮大工になることです。";"My dream is to become a temple and shrine carpenter like my father.";"None";"宮";"宮: 3"
"Palace, Shrine, Prince, Princess";"みや";"うちの赤ちゃんたちが生後一か月になったので、お宮参りに行ってきました。";"Our babies are now one month old, so we took them to the shrine for a blessing.";"None";"宮";"宮: 3"
"Each, Every, Respectively";"おのおの";"コウイチとビエトは、各々ハンバーガーとホットドッグを注文しました。";"Koichi and Viet ordered a burger and a hot dog, respectively.";"N1";"各々";"各: 4"
"Each, Every, Respectively";"おのおの";"まあ、各々、色々と都合がありますからね。";"Well, each of us has our reasons for doing things, right?";"N1";"各々";"各: 4"
"Each, Every, Respectively";"おのおの";"どうやら各々独自のポテトチップスの食べ方があるようだ。";"It seems that each person has their own way of eating potato chips.";"N1";"各々";"各: 4"
"Each, Every, Various";"かく";"各場所に、案内係が立っているはずです。";"There should be an usher standing at each location.";"None";"各〜";"各: 4"
"Each, Every, Various";"かく";"まず始めに、各チームの代表者を決めて下さい。";"First, choose a representative for each team.";"None";"各〜";"各: 4"
"Each, Every, Various";"かく";"こちらのお店では、ベーコンが各種取り揃えられています。";"This store offers a variety of types of bacon.";"None";"各〜";"各: 4"
"Each Area, Various Areas";"かくち";"ワニカニのユーザーは世界各地にいます。";"Wanikani users are in various areas of the world.";"N2";"各地";"各: 4, 地: 2"
"Each Area, Various Areas";"かくち";"テレビを点けると、ちょうど各地の今日の天気が伝えられているところだった。";"When I turned on TV, they were just reporting that day's weather in each area.";"N2";"各地";"各: 4, 地: 2"
"Each Area, Various Areas";"かくち";"父の仕事の都合で、私の家族は各地を転々としなくてはいけませんでした。";"My family had to move from place to place because of my dad’s job.";"N2";"各地";"各: 4, 地: 2"
"Each Person, Individual";"かくじ";"遠足には、各自お弁当を持参してください。";"You need to bring your own bento box for the school trip.";"N2";"各自";"各: 4, 自: 2"
"Each Person, Individual";"かくじ";"トーフグのオフィスに入ると、各自が楽な姿勢で横になっていました。";"When I entered the Tofugu office, each worker was lying in a comfortable position.";"N2";"各自";"各: 4, 自: 2"
"Each Person, Individual";"かくじ";"後は各自の判断に任せるしかないよ。";"The only thing we can do at this point is let each person decide on their own.";"N2";"各自";"各: 4, 自: 2"
"Guide, Information, Invitation";"あんない";"友人が、県営プールまで案内してくれました。";"My friend guided me to the prefectural pool.";"N3";"案内";"案: 4, 内: 2"
"Guide, Information, Invitation";"あんない";"「二人なんですが、席は空いていますか？」「お席にご案内するまで少しお待ちください。」";"""Do you have a table for two?"" ""Please wait just a moment, and I'll guide you to your seats.""";"N3";"案内";"案: 4, 内: 2"
"Guide, Information, Invitation";"あんない";"先生の案内で学校を見て回った後、入学案内を渡されました。";"After the teacher guided us around the school, we were given an admission guide.";"N3";"案内";"案: 4, 内: 2"
"Unexpectedly, More Than Expected";"あんがい";"日本語学習は私にはかなりハードルが高いんじゃないかと思っていたんですが、案外そうでもなかったです。";"I thought learning Japanese would be very difficult for me, but unexpectedly, it actually wasn’t that bad.";"N2";"案外";"案: 4, 外: 2"
"Unexpectedly, More Than Expected";"あんがい";"日本人の魚好きの人でも、魚の小骨が苦手な人って案外多いんですよ。";"Even among Japanese fish-lovers, there are a surprisingly large number of people who dislike small fish bones.";"N2";"案外";"案: 4, 外: 2"
"Unexpectedly, More Than Expected";"あんがい";"ご両親、全然そうは見えませんけど、案外お年を召してらっしゃるんですね。";"Although they don't look it, your parents are older than I expected.";"N2";"案外";"案: 4, 外: 2"
"To Put Down, To Set Down, To Place, To Put";"おく";"赤ん坊をベビーベッドに置くことに成功した。";"I successfully placed the baby in the crib.";"N5";"置く";"置: 4"
"To Put Down, To Set Down, To Place, To Put";"おく";"ギョウザの皮の中央に具材を置いてください。";"Place the ingredients in the center of the gyoza skin.";"N5";"置く";"置: 4"
"To Put Down, To Set Down, To Place, To Put";"おく";"フグと私は今距離を置いてるの。";"Fugu and I are putting some distance between us right now.";"N5";"置く";"置: 4"
"Position, Location, Place";"いち";"位置について、用意、ドン！";"On your mark, get set, go!";"N3";"位置";"位: 4, 置: 4"
"Position, Location, Place";"いち";"トーフグのオフィスは、かつて、ポートランドのど真ん中に位置していた。";"The Tofugu office was once located in the middle of Portland.";"N3";"位置";"位: 4, 置: 4"
"Position, Location, Place";"いち";"子供じゃないんだから、使った物はちゃんと元の位置に戻そうよ。";"You're not a child, so you should put the things you've used back in their proper place.";"N3";"位置";"位: 4, 置: 4"
"Expense, Cost";"ひよう";"日本では引っ越し費用って大体どれくらいなの？";"Roughly how much is the cost of moving in Japan?";"N3";"費用";"費: 4, 用: 2"
"Expense, Cost";"ひよう";"式の費用は、夫の親が出してくれました。";"The wedding expenses were paid by my husband's parents.";"N3";"費用";"費: 4, 用: 2"
"Expense, Cost";"ひよう";"昼食の費用は各自が負担することを提案します。";"We propose that each participant pay for their own lunch.";"N3";"費用";"費: 4, 用: 2"
"Consumption, Expenditure";"しょうひ";"日本の会社員の多くは、一日の時間のほとんどを仕事に消費します。";"The majority of Japanese office workers spend most of their day at work.";"N3";"消費";"消: 3, 費: 4"
"Consumption, Expenditure";"しょうひ";"消費税の増税が消費を落ちこませたのは明らかだ。";"It is clear that the consumption tax hike has depressed consumption.";"N3";"消費";"消: 3, 費: 4"
"Consumption, Expenditure";"しょうひ";"豆乳や納豆の消費が増加しています。";"Soymilk and natto consumption have been increasing.";"N3";"消費";"消: 3, 費: 4"
"Company Expenses";"しゃひ";"私は社費で日本語を勉強させてもらっています。";"I’m studying Japanese at my company’s expense.";"None";"社費";"社: 2, 費: 4"
"Company Expenses";"しゃひ";"オフィスで働く社員達のランチは、社費でまかなわれている。";"Lunch for office workers is paid for at company expense.";"None";"社費";"社: 2, 費: 4"
"Company Expenses";"しゃひ";"来年、社費でアメリカの大学に留学できることになりました。";"Next year, I will study at an American university at company expense.";"None";"社費";"社: 2, 費: 4"
"Prices, Prices of Commodities, Cost Of Living";"ぶっか";"日本でも、ついに物価が上がり始めたようだ。";"In Japan, it seems that prices have finally begun to go up, too.";"N3";"物価";"物: 3, 価: 5"
"Prices, Prices of Commodities, Cost Of Living";"ぶっか";"物価が急上昇してインフレが起こったせいで、お金の価値が下がってしまった。";"Inflation, or a sharp rise in prices, has occurred, and this has caused the value of money to drop.";"N3";"物価";"物: 3, 価: 5"
"Prices, Prices of Commodities, Cost Of Living";"ぶっか";"最近は、物価が高くて遠い北米やヨーロッパよりも、近場で物価が安いタイやベトナムなどが、日本人の旅行先として選ばれています。";"Japanese tourists are increasingly choosing to travel to Thailand and Vietnam instead of expensive and distant North America and Europe since they are close by and affordable.";"N3";"物価";"物: 3, 価: 5"
"Land Value";"ちか";"中国市場の暴落による地価の下落が止まりません。";"Land value has not stopped falling due to the crash of the Chinese market.";"None";"地価";"地: 2, 価: 5"
"Land Value";"ちか";"幸運なことに、私の両親は地価がベラボウに高くなる前に、その土地を買いました。";"Luckily, my parents had bought the land before the price of land went sky-high.";"None";"地価";"地: 2, 価: 5"
"Land Value";"ちか";"地価税と固定資産税は、別に払わなくてはいけないんですか？";"Do we have to pay land value tax and property tax separately?";"None";"地価";"地: 2, 価: 5"
"Force, Momentum";"いきおい";"あの高校生のビデオへの批判の勢い、また強くなったね。";"The momentum of criticism over that high school student's video has picked up again, huh?";"N3";"勢い";"勢: 5"
"Force, Momentum";"いきおい";"みんなが食べるというので、勢いで私もイナゴのツクダニを食べた。";"Everyone said they were gonna eat it, so in the heat of the moment I ate the locust tsukudani, too.";"N3";"勢い";"勢: 5"
"Force, Momentum";"いきおい";"私達の犬は、誰と競争している訳でもないのに、いつもすごい勢いでミルクボーンに向かって行きます。";"Our dog always bolts towards the milk-bone even though he isn’t racing anyone.";"N3";"勢い";"勢: 5"
"Influence, Force";"せいりょく";"世界の二大勢力と言えば、どの国とどの国を思いうかべますか？";"When you think of the two major powers in the world, which two countries do you think of?";"N1";"勢力";"勢: 5, 力: 1"
"Influence, Force";"せいりょく";"台風の勢力は、夜にかけて次第に弱まっていきました。";"The typhoon's strength gradually weakened over night.";"N1";"勢力";"勢: 5, 力: 1"
"Influence, Force";"せいりょく";"その武装勢力は、急速に勢力を増大している。";"The armed insurgents are rapidly increasing their influence.";"N1";"勢力";"勢: 5, 力: 1"
"Posture, Attitude";"しせい";"トーフグはいつも低姿勢なので、好感が持てます。";"Tofugu always has a humble attitude, so I have a good impression of them.";"N2";"姿勢";"姿: 6, 勢: 5"
"Posture, Attitude";"しせい";"クロッキーのクラスでは、モデルさんに色んな姿勢を取ってもらいました。";"We had a model strike various poses during the sketching class.";"N2";"姿勢";"姿: 6, 勢: 5"
"Posture, Attitude";"しせい";"恐らく姿勢が悪いことが首の痛みの原因でしょう。";"Your poor posture is probably causing your neck pain.";"N2";"姿勢";"姿: 6, 勢: 5"
"Crowd, A Large Number";"おおぜい";"大勢の生徒の出席を取る時、たまに一人か二人、名前を飛ばしてしまうことがあります。";"When I take the attendance of a large number of students, I sometimes skip over one or two names.";"N5";"大勢";"大: 1, 勢: 5"
"Crowd, A Large Number";"おおぜい";"ブラピを一目見ようとする見物人が大勢集まりました。";"A large crowd of onlookers gathered to catch a glimpse of Brad Pitt.";"N5";"大勢";"大: 1, 勢: 5"
"Crowd, A Large Number";"おおぜい";"大勢の人の前で話す事に慣れていないので、今からもう手が震えています。";"I’m not used to speaking in front of crowds, so my hands are already shaking.";"N5";"大勢";"大: 1, 勢: 5"
"To Run A Business, To Manage A Business";"いとなむ";"私のおじは、岡山県でイタリアン・レストランを営んでいます。";"My uncle runs an Italian restaurant in Okayama prefecture.";"N1";"営む";"営: 5"
"To Run A Business, To Manage A Business";"いとなむ";"コウイチは、事業を営む天才だ。";"Koichi is a genius at managing a business.";"N1";"営む";"営: 5"
"To Run A Business, To Manage A Business";"いとなむ";"私の両親はマッサージ業を営んでいるので、私はそこで「マッサージ受け放題」なんです。";"My parents run a massage therapy business, so I can get 'all-you-can-take-massages' at home.";"N1";"営む";"営: 5"
"Business, Sales";"えいぎょう";"ああ、あのメイドカフェは今日は営業してるよ。どの子に会いに来たの？	";"Yes! That maid cafe is open for business today. Which girl are you going to see?";"N3";"営業";"営: 5, 業: 3"
"Business, Sales";"えいぎょう";"トーフグオフィスの営業時間は西海岸時間で大体朝九時から夕方六時までです。";"The business hours for the Tofugu office are generally from nine to six PST.";"N3";"営業";"営: 5, 業: 3"
"Business, Sales";"えいぎょう";"トーフグの営業チームに配属されました。";"I was assigned to Tofugu's sales team.";"N3";"営業";"営: 5, 業: 3"
"Public, Government Run, Run By The Government";"こうえい";"日本政府は、トーフグを公営にさせてもらえないかとコウイチにお願いしたそうです。";"I heard that the Japanese government asked Koichi to place Tofugu under public management.";"None";"公営";"公: 2, 営: 5"
"Public, Government Run, Run By The Government";"こうえい";"日本では、競馬は公営ギャンブルです。";"In Japan, horse racing is government run gambling.";"None";"公営";"公: 2, 営: 5"
"Public, Government Run, Run By The Government";"こうえい";"もし収入がものすごく低いのであれば、安い公営のアパートに住めるかもしれませんよ。";"If your income is really low, you may be able to live in a cheap public apartment.";"None";"公営";"公: 2, 営: 5"
"Private, Privately Run, Run Privately";"しえい";"私の両親は、私営のネギ園を所有しています。";"My parents own a private green onion garden.";"None";"私営";"私: 6, 営: 5"
"Private, Privately Run, Run Privately";"しえい";"危ないから、この国の私営タクシーには乗らない方がいいよ。";"It's not safe, so you shouldn't take this country's private taxis.";"None";"私営";"私: 6, 営: 5"
"Private, Privately Run, Run Privately";"しえい";"私営バスの運賃の方が、市営バスよりも十円安い。";"The private bus's rate is 10 yen cheaper than the city bus's.";"None";"私営";"私: 6, 営: 5"
"Run By The City, City-Run";"しえい";"今は市営マンションに住んでいます。";"I now live in a municipal apartment.";"None";"市営";"市: 2, 営: 5"
"Run By The City, City-Run";"しえい";"このスイミングプールは二年前までは市営だったので、料金はもっと安かったんですよ。";"This swimming pool was city-owned until two years ago, so the fees were much lower.";"None";"市営";"市: 2, 営: 5"
"Run By The City, City-Run";"しえい";"大阪市は、舞洲にすごくユニークな市営のゴミ焼却炉を建設しました。";"Osaka City built a very unique, city-run incineration plant in Maishima.";"None";"市営";"市: 2, 営: 5"
"Government Management, Government Operation, Run By The Government, Government Run";"かんえい";"私は官営の工場で働いています。";"I work in a government-owned factory.";"None";"官営";"官: 4, 営: 5"
"Government Management, Government Operation, Run By The Government, Government Run";"かんえい";"トーフグを官営にするという大統領の提案には大きな反応があった。";"There was a huge reaction to the president's proposal to make Tofugu a government-run institution.";"None";"官営";"官: 4, 営: 5"
"Government Management, Government Operation, Run By The Government, Government Run";"かんえい";"日本郵政をどうして官営から民営に変える必要があったのか、未だに分かりません。";"I still don’t understand why Japan Post needed to change from government management to private management.";"None";"官営";"官: 4, 営: 5"
"Run By The Prefecture, Prefecture Run, Prefectural";"けんえい";"県営の公園で、毎朝ジョギングしています。";"I jog every morning in the prefecture-owned park.";"None";"県営";"県: 3, 営: 5"
"Run By The Prefecture, Prefecture Run, Prefectural";"けんえい";"日曜日に、県営球場で野球の試合があります。";"On Sunday, there's a baseball game at a stadium run by the prefecture. ";"None";"県営";"県: 3, 営: 5"
"Run By The Prefecture, Prefecture Run, Prefectural";"けんえい";"フグは県営図書館でサーモンといちゃついていて、図書館司書さんに怒られた。";"Fugu was scolded for making out with Salmon in the prefectural library by a librarian.";"None";"県営";"県: 3, 営: 5"
"To Indicate, To Show Something, To Demonstrate";"しめす";"このマークは何を示しているんですか？";"What does this mark indicate?";"N3";"示す";"示: 5"
"To Indicate, To Show Something, To Demonstrate";"しめす";"約束なんてしないで。言葉ではなく行いで示してよ。";"Don’t promise me anything. Actions speak louder than words.";"N3";"示す";"示: 5"
"To Indicate, To Show Something, To Demonstrate";"しめす";"ここに名前とメールアドレスを入力すると、自分の就職市場における価値が示されるらしいよ。";"Apparently, if you enter your name and email address here, it will show you your value in the job market.";"N3";"示す";"示: 5"
"Instructions, Directions, Advice";"しじ";"お金を使い切るよう、コウイチに指示されたんだ。";"I was directed by Koichi to spend all the money.";"N1";"指示";"指: 3, 示: 5"
"Instructions, Directions, Advice";"しじ";"医者の指示をあおいだ方がいいんじゃないかな？";"Wouldn't it be better to ask a doctor for advice?";"N1";"指示";"指: 3, 示: 5"
"Instructions, Directions, Advice";"しじ";"指示を無視するのはよくありませんが、指示待ち族にはなってもらいたくはありません。私の言っている意味が分かりますか？";"Ignoring orders is not good, but I don’t want you to be someone who can’t work without instructions. Do you know what I mean?";"N1";"指示";"指: 3, 示: 5"
"Public Announcement";"こうじ";"毎年いつぐらいに日本の地価公示価格が公表されるのか教えてもらえませんか？";"Could you tell me when Japanese land prices are announced each year?";"None";"公示";"公: 2, 示: 5"
"Public Announcement";"こうじ";"ミスした人の名前を公示することは、ミスを防止することにはならないと思う。";"I don't think publicly announcing the name of the person who made the mistake will prevent (future) mistakes.";"None";"公示";"公: 2, 示: 5"
"Public Announcement";"こうじ";"来月十日に公示、二十二日に投票の日程で衆議院選挙を行う方向で調整しているところです。";"We are currently making arrangements to hold the House of Representatives election with an announcement to take place on the 10th of next month and voting on the 22nd.";"None";"公示";"公: 2, 示: 5"
"President";"だいとうりょう";"あの大統領は態度が大きいことで有名です。";"That president is known for his haughty attitude.";"N3";"大統領";"大: 1, 統: 5, 領: 5"
"President";"だいとうりょう";"当時、大統領にとってトーフグは煙たい存在でした。";"At the time, for the president, Tofugu was like smoke — something he wished to stay away from.";"N3";"大統領";"大: 1, 統: 5, 領: 5"
"President";"だいとうりょう";"ほら、彼はここの大統領としての仕事がとても好きだったんです。 それに、現実を見つめてください。彼がしてた仕事と同じくらい良い仕事をする人を見つけられないでしょう。 そうじゃないですか？";"Look, he loved his job as president here. And let’s face it, you’re not gonna find anyone who did it as well as he did it. Isn’t that true?";"N3";"大統領";"大: 1, 統: 5, 領: 5"
"Tradition";"でんとう";"タイラーが飲んでいるのは、アイルランドの伝統のビールです。";"What Tyler is drinking is a traditional Irish beer.";"N3";"伝統";"伝: 4, 統: 5"
"Tradition";"でんとう";"北米では、感謝祭の日に七面鳥を食べる伝統があります。";"In North America, there is a tradition of eating turkey on Thanksgiving.";"N3";"伝統";"伝: 4, 統: 5"
"Tradition";"でんとう";"あの日本の伝統衣装の名前って何だっけ？単語をすっかり忘れちゃったよ。";"What was the name of that traditional Japanese costume we saw yesterday? I completely forget the word.";"N3";"伝統";"伝: 4, 統: 5"
"Unification, Integration, Consolidation";"とうごう";"この教科書は、色々な学習教材を統合したものです。";"This textbook is an integration of various learning materials.";"N1";"統合";"統: 5, 合: 2"
"Unification, Integration, Consolidation";"とうごう";"データを統合したいんだけど、やり方知ってる？";"I want to consolidate the data. Do you know how to do that?";"N1";"統合";"統: 5, 合: 2"
"Unification, Integration, Consolidation";"とうごう";"全ての国が一つの政府に統合される日がいつかやってくると思いますか。";"Do you think the day will one day come when all countries are united under one government?";"N1";"統合";"統: 5, 合: 2"
"Receipt, Delivery Confirmation Slip, Docket";"じゅりょうしょ";"配達が完了したら、配達先から受領書を忘れずに受け取ってください。";"When delivery is complete, don't forget to collect the delivery confirmation slip from the recipient.";"None";"受領書";"受: 3, 領: 5, 書: 2"
"Receipt, Delivery Confirmation Slip, Docket";"じゅりょうしょ";"先週購入されたトーフグ製品の受領書を送って頂けませんか？";"Could you please send me a receipt for the Tofugu products you purchased from us last week?";"None";"受領書";"受: 3, 領: 5, 書: 2"
"Receipt, Delivery Confirmation Slip, Docket";"じゅりょうしょ";"押す場所を間違えて何度も判をついたから、受領書が判子だらけになっちゃった。";"I stamped the wrong place so many times the receipt was covered with stamps.";"None";"受領書";"受: 3, 領: 5, 書: 2"
"Domain, Territory, Realm";"りょういき";"各領域のボーダーを明確にしたほうがいい。";"It is better to clarify the boundaries of each area.";"N1";"領域";"領: 5, 域: 6"
"Domain, Territory, Realm";"りょういき";"これはもう、科学の領域ではないんです。";"This is no longer within the realm of science.";"N1";"領域";"領: 5, 域: 6"
"Domain, Territory, Realm";"りょういき";"誰でも、前進するためには未知の領域に足を踏み入れなくてはいけない。";"Everyone has to take a step into unknown territory to progress.";"N1";"領域";"領: 5, 域: 6"
"Territory";"りょうど";"「ここからはオレの領土だから、入ってくるんじゃない」と言って、コウイチはビエトと自分のデスクの間に線を引いた。";"""It's my territory from this line, so don't enter,"" said Koichi as drawing a line between his and Viet's desks.";"N1";"領土";"領: 5, 土: 1"
"Territory";"りょうど";"ブログでは、国家間の領土問題にはあまり触れたくありません。";"We don’t want to touch on the territorial disputes between nations on our blog.";"N1";"領土";"領: 5, 土: 1"
"Territory";"りょうど";"豊臣秀吉の朝鮮出兵は、領土の拡大だけが目的ではありませんでした。";"Toyotomi Hideyoshi's invasion of Korea was not only about territorial expansion.";"N1";"領土";"領: 5, 土: 1"
"A Plan, Plan, Scheme";"さく";"本日のプレゼンでは、主に3つの策を取り上げます。";"In my presentation today, I will cover three main plans.";"N1";"策";"策: 6"
"A Plan, Plan, Scheme";"さく";"ミッキー・マウスが良い解決策を提案してくれたんです。";"Mickey Mouse offered us a good solution.";"N1";"策";"策: 6"
"A Plan, Plan, Scheme";"さく";"お金を儲けるために、みんなで色々な策を捻り出しました。";"We worked together to come up with a variety of schemes to make money.";"N1";"策";"策: 6"
"Policy, A Policy";"せいさく";"アメリカの対ロシア政策について、どのようにお考えですか？";"What's your take on U.S. policy toward Russia?";"N1";"政策";"政: 5, 策: 6"
"Policy, A Policy";"せいさく";"お集まりの皆さん、本日は私達の政策についてのプレゼンテーションの機会をいただき、有難うございます。";"Ladies and gentlemen, thank you for the opportunity to make this presentation about our policies today.";"N1";"政策";"政: 5, 策: 6"
"Policy, A Policy";"せいさく";"明日ので委員会では、どんな政策を提案するつもりなんですか？";"What policies are you going to propose to the committee tomorrow?";"N1";"政策";"政: 5, 策: 6"
"Wisteria";"ふじ";"メニューにある、この藤セットって何ですか？";"What’s this Wisteria Combo on the menu?";"None";"藤";"藤: 9"
"Wisteria";"ふじ";"クリスマスに、母に藤色のスカーフをプレゼントしました。";"I gave my mother a wisteria colored scarf for Christmas.";"None";"藤";"藤: 9"
"Wisteria";"ふじ";"藤棚には、美しい藤の花が咲いていました。";"Beautiful wisteria flowers were blooming on the trellis.";"None";"藤";"藤: 9"
"Adverb";"ふくし";"私は昨日、日本語の時を表す副詞を学びました。";"I learned Japanese adverbs that show time yesterday.";"N2";"副詞";"副: 4, 詞: 6"
"Adverb";"ふくし";"その副詞の使い方がよく分からないので、今辞書で調べているところなんです。";"I'm not sure how to use that adverb, so I'm looking it up in the dictionary right now.";"N2";"副詞";"副: 4, 詞: 6"
"Adverb";"ふくし";"副詞節と名詞節の違いを説明しなさい。";"Explain the difference between an adverbial clause and a noun clause.";"N2";"副詞";"副: 4, 詞: 6"
"Side Business, Side Job, Side Gig";"ふくぎょう";"副業で、中古のカメラを売り買いしています。";"I buy and sell second-hand cameras on the side.";"None";"副業";"副: 4, 業: 3"
"Side Business, Side Job, Side Gig";"ふくぎょう";"私のカレは副業でネットワークビジネスをしている。";"As a side gig, my boyfriend works for a company using multi-level marketing techniques.";"None";"副業";"副: 4, 業: 3"
"Side Business, Side Job, Side Gig";"ふくぎょう";"社員の副業をオッケーにするべきだという彼の提案は、一考に値する。";"His suggestion that employees should be allowed to have a side job is worth considering.";"None";"副業";"副: 4, 業: 3"
"Subtitle, Subheading";"ふくだい";"昨晩、私の本にぴったりのすごくいい副題を思いついたの。";"I came up with a killer subheading for my book last night.";"None";"副題";"副: 4, 題: 3"
