"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"Especially, Particularly";"とくに";"「お夕飯は何が食べたい？」「何でもいいよ。特にこだわりはないよ。」";"""What would you like for supper?"" ""Anything is fine. I’m not especially picky.""";"N4";"特に";"特: 4"
"Inconvenient, Not Convenient";"ふべん";"この辺りでは、車を持っていないとかなり不便ですよ。";"Not having a car around here is really inconvenient.";"N1";"不便";"不: 4, 便: 4"
"Inconvenient, Not Convenient";"ふべん";"ワニカニの使い勝手はいかがですか？ご不便はございませんか？";"How is WaniKani working out for you? Have you experienced any issues?";"N1";"不便";"不: 4, 便: 4"
"Inconvenient, Not Convenient";"ふべん";"俺の隠れ家へようこそ。ビールは冷蔵庫に入ってるぜ。ちょっと不便かもしれねぇが、煙草は外で吸ってくれよな。";"Welcome to my man cave. Beers are in the refrigerator. It may be a bit inconvenient for you, but you’ve got to go outside to smoke.";"N1";"不便";"不: 4, 便: 4"
"Toilet, Restroom, Bathroom";"べんじょ";"へをこく時は便所に行けよ。";"You should go to the bathroom when you fart.";"N2";"便所";"便: 4, 所: 3"
"Toilet, Restroom, Bathroom";"べんじょ";"サトシ、ようやく便所そうじのスイッチが入ったみたいだね。";"It seems that Satoshi finally got serious about cleaning the bathroom.";"N2";"便所";"便: 4, 所: 3"
"Toilet, Restroom, Bathroom";"べんじょ";"よっしゃ！完璧なシュートが決まったぜ！俺、ここの便所のバスケットゴール付きのゴミ箱めっちゃ好きだわ。";"Oh yeah! Nothing but net! I really love that this restroom’s trashcan has a basketball net on it.";"N2";"便所";"便: 4, 所: 3"
"To Work, To Labor, To Commit";"はたらく";"頭はガンガンするし、おなかはペコペコだったが、一日中働かなければいけなかった。";"I had to labor through the day with a headache and an empty stomach.";"N5";"働く";"働: 4"
"To Work, To Labor, To Commit";"はたらく";"日本で働くために日本語をべん強しています。";"I'm studying Japanese to work in Japan.";"N5";"働く";"働: 4"
"To Work, To Labor, To Commit";"はたらく";"「金曜日、トーフグの記事を読みに来ませんか？」「行きたいんですが、金曜日の夜は遅くまで働かないといけないんです。」「それは残念ですね。それでは、また今度。」";"""Would you like to come read Tofugu articles on Friday?"" ""I’d like to but I have to work late Friday night."" ""That’s too bad. Maybe some other time.""";"N5";"働く";"働: 4"
"Opinion, View";"いけん";"意見の出しおしみはしないで下さい。";"Don't hold your opinions back, please.";"N4";"意見";"意: 3, 見: 1"
"Opinion, View";"いけん";"いくら仲の良い友だちでも、ちょっと正直には意見しづらいよね。";"Even though they were my close friends, I would probably have difficulty openly telling them about this.";"N4";"意見";"意: 3, 見: 1"
"Opinion, View";"いけん";"これは俺の個人的な意見なんだけど、たまに、日本は本当に変わった国だなぁと思うんだよね。";"This is just my personal opinion, but I sometimes think that Japan is a really weird country.";"N4";"意見";"意: 3, 見: 1"
"Meaning";"いみ";"コウイチのあの意味あり気なかおを見て。";"Look at Koichi's meaningful look!";"N5";"意味";"意: 3, 味: 3"
"Meaning";"いみ";"この目が何を意味するかは分かりますか？";"Do you understand what these eyes imply?";"N5";"意味";"意: 3, 味: 3"
"Meaning";"いみ";"「あなたって、もっと賢いと思っていたわ。」「おい、それってどういう意味だよ!?」";"""I thought you were smarter than that."" ""Hey what’s that supposed to mean?""";"N5";"意味";"意: 3, 味: 3"
"Taste, Flavor";"あじ";"味がお口に合うといいんですが。";"I hope the flavor will suit your tastes.";"N4";"味";"味: 3"
"Taste, Flavor";"あじ";"しょう味きげんをすぎたから、味はちょっとかわってるかもしれないけど、まだ食べられると思うよ。";"It's past the expiration date, so it might not taste the same, but I think it's still edible.";"N4";"味";"味: 3"
"Taste, Flavor";"あじ";"このフグの刺し身の味、最高だよ！まさにこれだって感じだね！";"This blowfish sashimi tastes is amazing! Just what I wanted!";"N4";"味";"味: 3"
"Studies, Study";"べんきょう";"ありがとうございます！勉強になります。";"Thank you so much. I've been learning a lot from you.";"N3";"勉強";"勉: 3, 強: 2"
"Studies, Study";"べんきょう";"最近、だらけちゃってて、あんまりちゃんと勉強してないんだよね。";"I've been slacking off and haven't been studying as much recently.";"N3";"勉強";"勉: 3, 強: 2"
"Studies, Study";"べんきょう";"英語の勉強、頑張って下さいね。私も日本語をずっと勉強しているので苦労はよくわかります。";"Keep up your English language studies. I’m always working on my Japanese too, so I know how hard it is.";"N3";"勉強";"勉: 3, 強: 2"
"Family, Household, Home";"かてい";"いつかはけっこんして、あたたかい家庭をきずきたいと思っています。";"I want to get married and build a loving home someday.";"N5";"家庭";"家: 2, 庭: 3"
"Family, Household, Home";"かてい";"わたしのしゅ味は、かく家庭から出るゴミをす手でしゅう集することです。";"My hobby is to pick up each household member's waste with my bare hands.";"N5";"家庭";"家: 2, 庭: 3"
"Family, Household, Home";"かてい";"日本女性と比べると、外国の女性は家庭の時間と仕事の時間を分けることには、かなり厳格です。";"Compared to Japanese women, foreign women tend to be pretty strict about separating family time and working time.";"N5";"家庭";"家: 2, 庭: 3"
"Garden, Yard";"にわ";"今日は、庭の地ならしをします。";"I'm gonna level the ground in the yard today.";"N5";"庭";"庭: 3"
"Garden, Yard";"にわ";"庭で家庭さいえんをしています。";"I grow vegetables in our garden.";"N5";"庭";"庭: 3"
"Garden, Yard";"にわ";"うちには美しい庭があるんだが、隣の人の鶏がいつも花を食べてしまうんだ。";"I have a beautiful garden but my neighbor’s chickens keep eating my flowers.";"N5";"庭";"庭: 3"
"Breath";"いき";"あんたの息、死ぬほどくさいよ。";"Your breath is so stinky that I could die.";"N3";"息";"息: 3"
"Breath";"いき";"びっくりしすぎて、息が止まるかと思ったよ。";"You knocked the breath out of me!";"N3";"息";"息: 3"
"Breath";"いき";"水中で息はしないでください。";"Please do not breathe underwater.";"N3";"息";"息: 3"
"Son";"むすこ";"息子が明日のしけんのために一夜づけしているため、今夜はとてもしずかだ。";"Tonight is very quiet because my son is cramming for the exam tomorrow.";"N4";"息子";"息: 3, 子: 1"
"Son";"むすこ";"うちの息子は、こうりつてきに働いてだれよりも早くたい社するんだ。";"My son works efficiently and goes home earlier than anyone else.";"N4";"息子";"息: 3, 子: 1"
"Son";"むすこ";"全くひどい息子をもったもんだよ。あいつは昨夜俺のケーキの残りをこっそり盗み食いしやがったんだ。";"I have the most beastly son. He sneakily ate up the rest of my cake last night.";"N4";"息子";"息: 3, 子: 1"
"Interest";"りそく";"もし利息の支はらいがおくれたら、ビエトがヤクザの友だちをつれてお前のところにやって来ると思うぜ。";"If you miss the interest payment, Viet will probably bring some of his yakuza friends to your place.";"N1";"利息";"利: 4, 息: 3"
"Interest";"りそく";"コウイチは利息で生活できるぐらい十分なお金をぎん行にちょ金しています。";"Koichi has enough money in the bank to live on his interest.";"N1";"利息";"利: 4, 息: 3"
"Interest";"りそく";"あいにく今、その質問に答えられる者がいないのですが、もしインターネットにアクセス可能なら利息のレートはそちらでもご確認頂けますよ。";"I’m afraid there is no one here who can answer your question right now, but you can also check your interest rate online, if you can connect to the Internet.";"N1";"利息";"利: 4, 息: 3"
"Trip, Travel";"たび";"世界中を旅するのがゆめです。";"My dream is to travel around the world.";"N3";"旅";"旅: 3"
"Trip, Travel";"たび";"さいふとパスポートをぬすまれるは、ひ行きに乗りおくれるは、マジで最悪の旅だったよ。";"My wallet and passport were stolen and I missed the plane. It was the worst trip ever.";"N3";"旅";"旅: 3"
"Trip, Travel";"たび";"私はもうすっかり旅支度ができているよ。";"I’m already prepared for our trip.";"N3";"旅";"旅: 3"
"Trip, Travel";"りょこう";"夏休みは、家族旅行でキューバに行く予定です。";"We're planning on going to Cuba for a family trip during summer vacation.";"N5";"旅行";"旅: 3, 行: 2"
"Trip, Travel";"りょこう";"大学をそつ業する前に、東南アジアを旅行したいんだよね。";"I want to travel around Southeast Asia before graduating from university.";"N5";"旅行";"旅: 3, 行: 2"
"Trip, Travel";"りょこう";"私の旅行の話を聞きたいのは分かるんだけど、それより、まずは私がいない間どうしてたのか教えてよ。";"I know you want to ask about my trip, but first things first, how have you been while I've been away?";"N5";"旅行";"旅: 3, 行: 2"
"Root";"ね";"この花の根は食べられますよ。";"You can eat the roots of this flower.";"N3";"根";"根: 3"
"Root";"ね";"このもんだいは相当根が深いようですね。";"It seems that this problem has really deep roots.";"N3";"根";"根: 3"
"Root";"ね";"彼は素敵な人だと思うかもしれないが、根がひどい男なのだ。";"You might think he’s a great person but he’s really a horrible man at heart.";"N3";"根";"根: 3"
"Root, Source, Origin, Foundation";"こんぽん, ねもと";"そもそも、根本から間ちがってるんだよ。";"First of all, you are fundamentally wrong.";"N1";"根本";"根: 3, 本: 1"
"Root, Source, Origin, Foundation";"こんぽん, ねもと";"そのふうふは、子どもの教育についての根本の考え方が合わなかったんです。";"That couple had fundamentally different ideas about their kid's education.";"N1";"根本";"根: 3, 本: 1"
"Root, Source, Origin, Foundation";"こんぽん, ねもと";"クリステンはベーコンを食べませんが、この問題の根本の原因はどこにあると思いますか？";"Kristen doesn’t eat bacon; where do you think the root of this problem lies?";"N1";"根本";"根: 3, 本: 1"
"Roof";"やね";"来年、屋根をしゅう理する必要があります。";"We have to fix our roof next year.";"N3";"屋根";"屋: 3, 根: 3"
"Roof";"やね";"屋根にあなが開いているので、雨もりしてるんですよ。";"It's leaking because we have a hole in our roof.";"N3";"屋根";"屋: 3, 根: 3"
"Roof";"やね";"お昼までに屋根の雪を取り除いて下さい。";"Please clear the snow off the roof by noon.";"N3";"屋根";"屋: 3, 根: 3"
"Patience, Perseverance, Persistence";"こんき";"これは根気のいる仕事だよな。";"This job requires patience, huh?";"N1";"根気";"根: 3, 気: 1"
"Patience, Perseverance, Persistence";"こんき";"ほとんどの失ぱいのげんいんは、根気のなさなんだよね。";"The reason for failure in most cases is a lack of perseverance.";"N1";"根気";"根: 3, 気: 1"
"Patience, Perseverance, Persistence";"こんき";"根気よく日本語の勉強を続けていれば、いつかはペラペラになれるさ。";"Keep studying Japanese persistently and you’ll be fluent someday.";"N1";"根気";"根: 3, 気: 1"
"Daikon, Japanese Radish";"だいこん";"一度、大根を育ててみようとしたんですが、全部かれてしまったんです。";"I've tried to grow daikon once, but they all withered and died.";"None";"大根";"大: 1, 根: 3"
"Daikon, Japanese Radish";"だいこん";"うちの家族は、クリスマスの時期にくつ下とかんそうさせた大根をぶら下げるんだ。";"My family hangs up stockings and dried Japanese radishes for the Christmas season.";"None";"大根";"大: 1, 根: 3"
"Daikon, Japanese Radish";"だいこん";"おお、これいいんじゃねえ？めちゃくちゃいい大根だよ。お前も、一本欲しいか？";"Hey, check it out! These are really nice Japanese radishes. Do you want one of these too?";"None";"大根";"大: 1, 根: 3"
"To Flush Something, To Pour Something, To Set Something Afloat";"ながす";"トイレの水、流すのわすれたでしょう？";"You forgot to flush the toilet, didn't you?";"N3";"流す";"流: 3"
"To Flush Something, To Pour Something, To Set Something Afloat";"ながす";"どうしてあの人たちがぬま地にあぶらを流してるか知っている？";"Do you know why they are pouring oil over the swamp?";"N3";"流す";"流: 3"
"To Flush Something, To Pour Something, To Set Something Afloat";"ながす";"トーフグの風習に、河豚の形に切りとった紙を、コウイチの誕生日に川に流すというものがあります。";"A Tofugu custom involves cutting paper into the shape of fugu and setting them afloat down a stream on Koichi’s birthday.";"N3";"流す";"流: 3"
"Trend, Fad, Craze, Prevalence";"りゅうこう, はやり";"ポケモンGoはPeopleしで2016年度に最も流行したものの一つにえらばれました。";"Pokemon Go was selected as one of 2016's Fads of the Year by People Magazine.";"N1";"流行";"流: 3, 行: 2"
"Trend, Fad, Craze, Prevalence";"りゅうこう, はやり";"ねぇ、フグ。魚達向けに、流行のヘアスタイルを掲載した雑誌を出版したらどうかなって思ってるんだけど、あなたはどう思う？";"Hey, Fugu. I’m thinking of publishing a magazine that catalogues trendy hairstyles for fish, what do you think about that?";"N1";"流行";"流: 3, 行: 2"
"Trend, Fad, Craze, Prevalence";"りゅうこう, はやり";"この冬、お年よりの間にインフルエンザが流行しているらしい。";"Apparently influenza is prevalent among the elderly this year.";"N1";"流行";"流: 3, 行: 2"
"First Rate, First Class, Top Notch, Top Grade";"いちりゅう";"さすが、一流のピアニストは違うね。";"That's something only first-rate pianists can do.";"N2";"一流";"一: 1, 流: 3"
"First Rate, First Class, Top Notch, Top Grade";"いちりゅう";"わたしの妹は、お金持ちで一流のしんしとこいに落ちました。";"My sister fell in love with a wealthy, first-class gentleman.";"N2";"一流";"一: 1, 流: 3"
"First Rate, First Class, Top Notch, Top Grade";"いちりゅう";"これでコウイチは一流社会の仲間入りだ。たくさんのセレブに会ったり、シャンパンパーティにもすぐ行き始めるだろう。";"Koichi is now a member of the upper class. He will meet a bunch of celebrities and start going to champagne parties soon.";"N2";"一流";"一: 1, 流: 3"
"Mainstream";"ほんりゅう";"このフグは、トーフ川本流のワニカニはしの下でつれました。";"I caught this blowfish underneath the WaniKani bridge in the main stream of the Tofu River.";"None";"本流";"本: 1, 流: 3"
"Mainstream";"ほんりゅう";"コウイチは、ファッションの本流に大きなえいきょうをあたえることで有名です。";"Koichi is known for having a big influence on mainstream fashion.";"None";"本流";"本: 1, 流: 3"
"Mainstream";"ほんりゅう";"日本文学の本流と言って、最初に思い浮かぶのは誰ですか。";"When you say mainstream Japanese literature, who is the first author that comes to mind?";"None";"本流";"本: 1, 流: 3"
"To Extinguish Something, To Erase Something, To Turn Something Off";"けす";"消したい過去があるんです。";"I have a past that I want to erase.";"N5";"消す";"消: 3"
"To Extinguish Something, To Erase Something, To Turn Something Off";"けす";"間違えてデータを全部消しちゃったんだよ。";"I erased all the data by mistake.";"N5";"消す";"消: 3"
"To Extinguish Something, To Erase Something, To Turn Something Off";"けす";"教室を出た後は電気を消すのを忘れないで下さい。";"After you leave the classroom, please don’t forget to turn off the light.";"N5";"消す";"消: 3"
"Times, Fold";"ばい";"ワニカニのレビューの数が四倍になってしまった。";"WaniKani's review count has quadrupled.";"None";"〜倍";"倍: 3"
"Times, Fold";"ばい";"クリスマスの日ぐらい、きゅうりょうを十倍にしてくれたっていいじゃないか！";"Why not just pay me ten times more than usual on Christmas day at least?";"None";"〜倍";"倍: 3"
"Times, Fold";"ばい";"回転寿司の普及に伴い、日本におけるサーモンの消費量は輸入開始から三倍となった。";"Since the introduction and subsequent spread of conveyer belt sushi shops, salmon consumption in Japan has tripled.";"None";"〜倍";"倍: 3"
"Double, Two Times, Twice, Twofold";"にばい";"このかぶのかぶかはたったの二日で二倍になった。";"This stock's price doubled just in two days.";"None";"二倍";"二: 1, 倍: 3"
"Double, Two Times, Twice, Twofold";"にばい";"めんつゆを二倍にうすめるのを忘れないでください。";"Don't forget to dilute the noodle soup base two times.";"None";"二倍";"二: 1, 倍: 3"
"Double, Two Times, Twice, Twofold";"にばい";"うわ！君のお兄さんって、君の二倍の体重があるんだね！";"Wow! Your brother weighs twice as much as you, huh?";"None";"二倍";"二: 1, 倍: 3"
"Shop Staff, Store Staff, Store Employee, Shop Employee, Clerk, Shop Assistant";"てんいん";"昔、あの店員の弟に家庭教しのバイトで英語を教えていました。";"I used to have a part time job where I taught English to the younger brother of that clerk.";"N4";"店員";"店: 2, 員: 3"
"Shop Staff, Store Staff, Store Employee, Shop Employee, Clerk, Shop Assistant";"てんいん";"あの店員さん、とってもお茶目だったね。";"That shop employee was a real kidder, wasn't he?";"N4";"店員";"店: 2, 員: 3"
"Shop Staff, Store Staff, Store Employee, Shop Employee, Clerk, Shop Assistant";"てんいん";"えっと、レジの順番待ちの列に並んでいる時に、ある店員さんが「万引きです！捕まえて！」と叫ぶのが聞こえたので、彼を捕まえたんです。";"Well, while standing in the checkout line I heard one of the salespeople yell, ""Shoplifter! Grab him!"" so I grabbed him.";"N4";"店員";"店: 2, 員: 3"
"All Members, All Hands, Everyone, Everybody";"ぜんいん";"全員男せいです。";"They are all males.";"N3";"全員";"全: 3, 員: 3"
"All Members, All Hands, Everyone, Everybody";"ぜんいん";"トーフグの社員は、全員がベーコンソムリエのしけんを受けることになりました。";"They decided that every Tofugu employee will take the bacon sommelier exam.";"N3";"全員";"全: 3, 員: 3"
"All Members, All Hands, Everyone, Everybody";"ぜんいん";"全員がさんかするのはむずかしそうですね。";"Looks like it'll be difficult for everyone to make it, yeah?";"N3";"全員";"全: 3, 員: 3"
"Employee, Staff, Company Employee, Company Staff";"しゃいん";"全社員がコウイチと仲良くするためのイロハを心えている。";"All of the staff know the ABCs of getting along with Koichi.";"None";"社員";"社: 2, 員: 3"
"Employee, Staff, Company Employee, Company Staff";"しゃいん";"れいの社員さんとは最近どうなの？仲直りはできた？";"How are things with that employee lately? Patch things up yet?";"None";"社員";"社: 2, 員: 3"
"Employee, Staff, Company Employee, Company Staff";"しゃいん";"この会社の社員は、全員奇抜で素晴らしい。";"The employees in this company are all weird and wonderful.";"None";"社員";"社: 2, 員: 3"
"Company Employee, Office Worker";"かいしゃいん";"わたしの夫は、ごくふ通の会社員です。";"My husband is just an ordinary office worker.";"None";"会社員";"会: 2, 社: 2, 員: 3"
"Company Employee, Office Worker";"かいしゃいん";"わたしたちはみんな、会社員である前に、一人の人間なんですよ。";"We're people before we are employees.";"None";"会社員";"会: 2, 社: 2, 員: 3"
"Company Employee, Office Worker";"かいしゃいん";"あの会社員は麻薬所持で逮捕された。";"That employee got busted for drug possession.";"None";"会社員";"会: 2, 社: 2, 員: 3"
"Hiroshima";"ひろしま";"広島に、登山にいい山はありますか？";"Are there good mountains to climb in Hiroshima?";"None";"広島";"広: 2, 島: 3"
"Hiroshima";"ひろしま";"広島空港から市バスで市内に向かってるところです。";"I'm heading into the city from Hiroshima airport by city bus.";"None";"広島";"広: 2, 島: 3"
"Hiroshima";"ひろしま";"広島と長崎に投下された原爆は、一瞬で十万人以上の人々の命を奪った。";"The atomic bombs dropped on Hiroshima and Nagasaki instantly killed more than 100,000 people.";"None";"広島";"広: 2, 島: 3"
"Festival";"まつり";"祭の屋台で売ってるりんごあめがすきなんです。";"I like the candy apples they sell from food stands at festivals.";"N3";"祭";"祭: 3"
"Festival";"まつり";"こないだの日よう日のお祭りで、かれ氏と初めて手をつないだんだ。";"At the last Sunday's festival, me and my boyfriend held hands for the first time.";"N3";"祭";"祭: 3"
"Festival";"まつり";"日本の多くのお祭は、仏教や神道と結びついています。";"Many Japanese festivals have connections to Buddhism or Shintoism.";"N3";"祭";"祭: 3"
"Writing, Article, Sentence, Composition";"ぶんしょう";"この文章をかいたのはだれですか？";"Who wrote this article?";"N5";"文章";"文: 1, 章: 3"
"Writing, Article, Sentence, Composition";"ぶんしょう";"コウイチは文章が本当に上手だ。";"Koichi is such a good writer.";"N5";"文章";"文: 1, 章: 3"
"Writing, Article, Sentence, Composition";"ぶんしょう";"私は、村上春樹の気障で気取った文章があまり好きではありません。";"I don’t like Haruki Murakami’s cheesy, pompous writing style very much.";"N5";"文章";"文: 1, 章: 3"
"Chapter Two, Second Chapter";"だいにしょう";"第一章はおもしろかったけど、第二章はいまいちだった。";"Chapter one was good, but two was meh.";"None";"第二章";"第: 3, 二: 1, 章: 3"
"Chapter Two, Second Chapter";"だいにしょう";"人生の第二章のまく開けですね。";"This is gonna be the second chapter of your life, yeah?";"None";"第二章";"第: 3, 二: 1, 章: 3"
"Chapter Two, Second Chapter";"だいにしょう";"まじで？君もその本読んでるの？俺、昨日ちょうど第二章読み終わったところなんだけど。もしそれより先に進んでるなら、何も言わないでね。";"No way! Are you reading that book too? I’ve just finished chapter two. Don’t tell me anything if you’re farther than me.";"None";"第二章";"第: 3, 二: 1, 章: 3"
"The First, First, Number One, Best";"だいいち";"自分のけんこうが第一ですよ。";"You should put your health first.";"N1";"第一";"第: 3, 一: 1"
"The First, First, Number One, Best";"だいいち";"第一きぼうは二月十四日で、第二きぼうは二月二十一日です。";"My first preference is Feb 14th and my second preference is Feb 21st.";"N1";"第一";"第: 3, 一: 1"
"The First, First, Number One, Best";"だいいち";"あの有名なフグ一家の第一印象はどうでしたか？";"What was your first impression of the famous blowfish family?";"N1";"第一";"第: 3, 一: 1"
"First Place, First Rank";"だいいちい";"トーフグはユニークな日本語学習教ざいとして、五年れんぞく第一位のざをかくとくしています。";"Tofugu got first place five consecutive times in tournaments for unique Japanese learning tools.";"None";"第一位";"第: 3, 一: 1, 位: 4"
"First Place, First Rank";"だいいちい";"トーフグチームの中で一番げん付乗りまわしていてほしい人第一位はわたしてきにはクリステンなんだよね。";"Out of the whole Tofugu team, I personally want Kristen to drive around in a moped the most.";"None";"第一位";"第: 3, 一: 1, 位: 4"
"First Place, First Rank";"だいいちい";"あきらが入社するまで、ヒロは五年続けて、社内で売り上げ第一位だった。";"Hiro had been the top sales person in the company for five consecutive years until Akira joined the company.";"None";"第一位";"第: 3, 一: 1, 位: 4"
"Tokyo Metropolis, Tokyo Metro, Tokyo Metropolitan Area, Tokyo Metro Area";"とうきょうと";"東京都には、一流のレストランがたくさんある。";"There are a lot of first-rate restaurants in the Tokyo Metropolitan Area.";"None";"東京都";"東: 2, 京: 2, 都: 3"
"Tokyo Metropolis, Tokyo Metro, Tokyo Metropolitan Area, Tokyo Metro Area";"とうきょうと";"東京都の３０代会社員、山田太ろうさん（仮名）は、げきむと長時間ろうどうで知られるぎょうかいで働いています。";"Taro Yamada (pseudonym), who is in his 30s and a salaryman in the Tokyo Metropolis, is working in an industry that is notorious for its hard work and long working hours.";"None";"東京都";"東: 2, 京: 2, 都: 3"
"Tokyo Metropolis, Tokyo Metro, Tokyo Metropolitan Area, Tokyo Metro Area";"とうきょうと";"スカイツリーがそびえ立つ東京都墨田区では、今年は昨年よりも早く木の葉が落ち始めた。";"The leaves started falling earlier this year than last year in Tokyo Metro’s Sumida Ward, where the Tokyo Sky Tree stands.";"None";"東京都";"東: 2, 京: 2, 都: 3"
"Kyoto, Kyouto";"きょうと";"JRの「そうだ、京都行こう」の広告を見て京都に行きたくなったが、そんなお金はなかった。";"The JR ad ""That's it! Let's go to Kyoto."" made me want to go to Kyoto, but I didn't have that kind of money.";"None";"京都";"京: 2, 都: 3"
"Kyoto, Kyouto";"きょうと";"京都に行ったら、湯葉を食べたいです。";"When I go to Kyoto, I want to eat tofu skin.";"None";"京都";"京: 2, 都: 3"
"Kyoto, Kyouto";"きょうと";"コウイチは本日は既に京都へ発ってしまいました。明日の朝一番に折り返しお電話をさせましょうか？";"Koichi has already left for Kyoto today. Shall I have him call you back first thing tomorrow morning?";"None";"京都";"京: 2, 都: 3"
"To Move, To Function";"うごく";"あそこで何か動いたよ。";"Something moved over there.";"N4";"動く";"動: 3"
"To Move, To Function";"うごく";"トーフグのサーバーは二十四時間動いているので、いつでもアクセスできますよ。";"Tofugu's servers operate twenty-four hours a day, so it can always be accessed.";"N4";"動く";"動: 3"
"To Move, To Function";"うごく";"くそ〜。パソコンが動かなくなっちゃったぜ。どうしてこうなったんだろう？！";"Shoot! My computer doesn’t work. How did this happen?!";"N4";"動く";"動: 3"
"Animal";"どうぶつ";"動物は苦手なんです。";"I don't like animals.";"N5";"動物";"動: 3, 物: 3"
"Animal";"どうぶつ";"何か動物はかっていますか。";"Do you have any animals?";"N5";"動物";"動: 3, 物: 3"
"Animal";"どうぶつ";"コウイチがトーフグ動物園に100匹の重要な動物を集めてパーティーを開催したんだけど、何故か私は招待されなかったんだよね。私もコウイチにとっての重要動物の一匹だと思っていたんだけど。";"Koichi hosted a party at the Tofugu Zoo for one hundred very important animals and for some reason, I wasn’t invited. I thought I was one of the VIA to him too.";"N5";"動物";"動: 3, 物: 3"
"Exercise";"うんどう";"最近、運動不足気味です。";"I feel like I haven't had enough exercise recently.";"N3";"運動";"運: 3, 動: 3"
"Exercise";"うんどう";"運動したいけど、時間がないんだよね。";"I want to exercise, but I don't have time.";"N3";"運動";"運: 3, 動: 3"
"Exercise";"うんどう";"私は読書よりも運動の方が好きなので、本も、新聞も、雑誌も読みません。";"I read neither books, nor newspapers, nor magazines because I like exercising more than reading.";"N3";"運動";"運: 3, 動: 3"
"Business, Commerce, Trade";"しょうばい";"一しょに商売して一もうけしようぜ！";"Let's go into business and make a fortune together!";"N3";"商売";"商: 3, 売: 2"
"Business, Commerce, Trade";"しょうばい";"最近はあのコンビニのせいで、商売あがったりだね。";"Business has dried up recently because of that convenience store.";"N3";"商売";"商: 3, 売: 2"
"Business, Commerce, Trade";"しょうばい";"学校卒業後に商売を始めたんですが、すぐに商売をすることは簡単ではないことを学びました。";"After leaving school I went into business for myself, but I soon learned that running a business is no easy task.";"N3";"商売";"商: 3, 売: 2"
"Merchant, Trader, Shopkeeper, Tradesperson";"しょうにん";"商人の血がさわぎます。";"As a merchant, I'm thrilled.";"N1";"商人";"商: 3, 人: 1"
"Merchant, Trader, Shopkeeper, Tradesperson";"しょうにん";"わたしの父は、おろし商人です。";"My dad is a wholesale trader.";"N1";"商人";"商: 3, 人: 1"
"Merchant, Trader, Shopkeeper, Tradesperson";"しょうにん";"彼、私に自分は商人だって言ってたんだけど、でも実は貧乏なホームレスで、仕事はなんと空き缶収集だったの。";"He told me that he was a shopkeeper, but I found out that he was actually a poor homeless man who supported himself by collecting empty cans.";"N1";"商人";"商: 3, 人: 1"
"Bad, Poor, Wrong";"わるい";"この食べ放だいのすし屋のせっ客は、しんじられないほど悪い。";"This all-you-can-eat sushi restaurant's customer service is unbelievably bad.";"N1";"悪い";"悪: 3"
"Bad, Poor, Wrong";"わるい";"悪いけど、この野さいちょっと蒸しといてくれない？";"Sorry to bother you, but can you steam these veggies for me?";"N1";"悪い";"悪: 3"
"Bad, Poor, Wrong";"わるい";"牛乳は悪くなっていたけど、俺は気にしなかった。";"The milk went bad, but I didn’t care.";"N1";"悪い";"悪: 3"
"Bad Person, Villain, Evildoer, Bad Guy, Wicked Person, Evil Person";"あくにん";"あいつは悪人だが、ガーデニングがしゅ味なんだ。";"He is a villain, but his hobby is gardening.";"None";"悪人";"悪: 3, 人: 1"
"Bad Person, Villain, Evildoer, Bad Guy, Wicked Person, Evil Person";"あくにん";"コウイチは悪人をえんじているだけだよ。";"Koichi is just playing an evildoer.";"None";"悪人";"悪: 3, 人: 1"
"Bad Person, Villain, Evildoer, Bad Guy, Wicked Person, Evil Person";"あくにん";"お前、本当に善人と悪人を区別することが可能だと思っているのか？";"Do you really think it’s possible to differentiate between good people and bad people?";"None";"悪人";"悪: 3, 人: 1"
"The Worst, Worst";"さいあく";"今日は最悪な一日だったよ。";"Today was the worst day ever.";"None";"最悪";"最: 4, 悪: 3"
"The Worst, Worst";"さいあく";"最悪、すいみん時間をけずって仕事をしなければならないですが、まぁなんとかなるでしょう。";"The worst case scenario is that I just have to sleep less and work, but it'll be okay.";"None";"最悪";"最: 4, 悪: 3"
"The Worst, Worst";"さいあく";"「昨夜、自動車を盗まれちゃったんだよ。」「げっ、最悪じゃん。」";"""My car was stolen last night."" ""Oh, no! That’s the worst!""";"None";"最悪";"最: 4, 悪: 3"
"Family, Immediate Family";"かぞく";"わたしの家族は、庭でキュウリやトマト、ズッキーニなどたくさんの野さいを育てています。";"My family grows a lot of vegetables in our garden, things like cucumbers, tomatoes, and zucchinis.";"N5";"家族";"家: 2, 族: 3"
"Family, Immediate Family";"かぞく";"家族がなくなった場合、そのじゅう業いんは死亡発生日の次の出きん日から三日間けいちょう休かを取得できます。";"When a member of an employee's immediate family dies, the employee is entitled to leave on any normal working day that falls within the three-day period immediately following the day the death occurred.";"N5";"家族";"家: 2, 族: 3"
"Family, Immediate Family";"かぞく";"今度、俺の日本への家族旅行のことを君に話したいな。";"I wanna tell you about my family vacation in Japan some time.";"N5";"家族";"家: 2, 族: 3"
"Ethnic Group, Ethnicity, Race";"みんぞく";"わたしは民族のアイデンティティーを失いたくありません。";"I don't want to lose my racial identity.";"N1";"民族";"民: 4, 族: 3"
