"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"Disobedient Child, Unfilial Child";"ふこうもの";"母に「不孝者」と呼ばれた。 ";"My mother called me a ""disobedient child.""";"None";"不孝者";"不: 4, 孝: 6, 者: 3"
"Lack Of Filial Piety, Disobedience To Parents";"おやふこう";"もう手遅れですが、私は本当に親不孝な息子でしたよ。";"It’s already too late, but I was a really disobedient son.";"None";"親不孝";"親: 2, 不: 4, 孝: 6"
"Portable Phone, Cell Phone, Mobile Phone";"けいたいでんわ";"「あなたの携帯電話をお借りしてもいいですか？」「ええ、どうぞ。」";"""May I use your cell phone?"" ""Sure, go ahead.""";"None";"携帯電話";"携: 9, 帯: 4, 電: 2, 話: 2"
"State Of The Art, Cutting Edge";"さいしんえい";"かつて、少し前までは、3Dプリンタは最新鋭の機械でした。";"Once, a little while ago, 3D printers were cutting edge machines.";"None";"最新鋭";"最: 4, 新: 2, 鋭: 9"
"Sacrifice Fly";"ぎひ";"野球用語の犠飛と犠打の意味について教えてもらえませんか？";"Could you teach me what the SF and SH baseball terms mean?";"None";"犠飛";"犠: 9, 飛: 4"
"Opacity, Opaque";"ふとうめい";"不透明な窓がある女子の更衣室です。";"This is the girls locker room, which has opaque windows.";"None";"不透明";"不: 4, 透: 9, 明: 2"
"Conquest";"こくふく";"徐々にホームシックを克服していってます。";"I’m slowly getting over my homesickness.";"N3";"克服";"克: 9, 服: 3"
"Detailed";"こくめい";"十年前の旧正月のことは、克明に覚えていますよ。";"I have detailed memories of the Chinese New Year from ten years ago.";"None";"克明";"克: 9, 明: 2"
"Arrival";"とうちゃく";"日本に到着した時、私はちょっとテンションが高すぎましたよね。";"I was too hyper when I arrived in Japan, wasn’t I?";"N3";"到着";"到: 9, 着: 3"
"Twins";"ふたご";"「男の子ですか？女の子ですか？」「実は双子の男の子なんです。」";"""Is it a boy or a girl?"" ""They are actually twin boys.""";"N3";"双子";"双: 9, 子: 1"
"Pair";"そう";"妹と私は二卵性双生児ですが、外見がすごく似ています。";"My sister and I are fraternal twins, but we look very similar.";"None";"双";"双: 9"
"Binoculars";"そうがんきょう";"この双眼鏡の黒はありますか？";"Do you have these binoculars in black?";"None";"双眼鏡";"双: 9, 眼: 5, 鏡: 4"
"Philosophy";"てつがく";"彼は哲学者だが、理路整然と考える人ではない。";"He is a philosopher, but he isn’t a logical thinker.";"N3";"哲学";"哲: 9, 学: 1"
"Mourning";"も";"大変申し訳ありませんが、喪に服しているため年賀状が送れないのです。";"I’m very sorry but I’m afraid I can’t send a New Year’s card because I’m in mourning.";"None";"喪";"喪: 9"
"Loss, Forfeit";"そうしつ";"介護施設に、どうやら記憶喪失らしいお婆さんがいるんだけど、その人がすっごく面白いのよ。";"In the nursing home there is an old woman who seems to have lost her memory, but she is really funny.";"None";"喪失";"喪: 9, 失: 4"
"Solid, Serious, Upright, Hard";"かたい";"この予想は、かなり堅いと思うよ。";"I think this prediction is pretty solid.";"N2";"堅い";"堅: 9"
"Solid, Serious, Upright, Hard";"かたい";"やっぱり堅い職業の人は、書く文章も堅いね。";"As I thought, people who have serious jobs write in a serious way.";"N2";"堅い";"堅: 9"
"Solid, Serious, Upright, Hard";"かたい";"レシピには、美味しくてしっとりしたクッキーって書いてあったのに、出来上がったクッキーはすっごく堅かったんだよね。";"The recipe calls them delicious, moist cookies, but they turned out to be really hard.";"N2";"堅い";"堅: 9"
"Floor";"ゆか";"今日は床掃除をしなければならないの。";"I'll have to clean floor today.";"N1";"床";"床: 9"
"Floor";"ゆか";"床に一匹のゴキブリがはっていた。";"A cockroach was crawling on the floor.";"N1";"床";"床: 9"
"Floor";"ゆか";"テレビを見てる時は、大抵足を組みながら床に寝転がっています。";"When I watch TV, I usually lay on the floor with my legs crossed.";"N1";"床";"床: 9"
"Rising, Getting Out Of Bed";"きしょう";"彼は起床時間になっても、まだいびきをかいています。";"He is still snoring even though it’s time to get out of bed.";"N2";"起床";"起: 3, 床: 9"
"Hotbed, Breeding Ground";"おんしょう";"この公園は地元では犯罪の温床になっていることで知られているので、近づかない方がいいですよ。";"This park is known as a breeding ground for criminal activity in this area, so you shouldn’t go near there.";"None";"温床";"温: 3, 床: 9"
"Sickbed";"びょうしょう";"彼は病床に臥してついにまた起ちません。";"He laid down on his sickbed, never to rise again.";"None";"病床";"病: 3, 床: 9"
"To Tie Up, To Fasten, To Tie Together, To Bind";"くくる";"どうしてこの文章を括弧で括ったんですか？";"Why did you enclose this sentence in brackets?";"None";"括る";"括: 9"
"All Together, Batch, One Lump";"いっかつ";"日本では焼き菓子作りとか料理の計量方法が違うんだよね。いっそ世界中の計量方法が一括で同じだったらいいのにね。";"In Japan they use a different method of measurement for baking sweets and cooking. I think it would be better to have one way of measuring throughout the world.";"N1";"一括";"一: 1, 括: 9"
"Synthesis, Recap";"そうかつ";"私は情報を総括し、上司の注意を促すために報告しましたが、彼は聞く耳を持ちませんでした。";"I summed up the information and reported it to my boss, but he wouldn’t listen.";"None";"総括";"総: 5, 括: 9"
"Unification, Generalization, Management";"とうかつ";"父は会社では100人の部下を統括する責任者です。";"My father is responsible for unifying 100 subordinates at his company.";"None";"統括";"統: 5, 括: 9"
"Unification, Generalization, Management";"とうかつ";"新しく入った統括マネージャーってあいつのこと？";"Is that guy the new general manager?";"None";"統括";"統: 5, 括: 9"
"Unification, Generalization, Management";"とうかつ";"俺たちはいつもリスク統括部の奴らとは意見が合わないんだよ。";"We always disagree with the people in Risk Management.";"None";"統括";"統: 5, 括: 9"
"Parentheses, Brackets";"かっこ";"左の括弧を読む時は単に「括弧」と言いますが、右の括弧を読む時は「括弧閉じる」と言います。";"When people read the left bracket, they just say ""kakko,"" but when they read the right bracket, they say ""kakko-tojiru,"" which means ""close bracket.""";"N2";"括弧";"括: 9, 弧: 9"
"Arc";"えんこ";"父親は息子に円弧を描くように命令しました。";"The father ordered his son to paint an arc.";"None";"円弧";"円: 1, 弧: 9"
"To Challenge Someone, To Challenge Something, To Challenge";"いどむ";"私はこの日曜日、有名なベーコン鑑定家に挑みます。";"I’m going to challenge the famous bacon connoisseur this Sunday.";"N1";"挑む";"挑: 9"
"A Challenge, Challenge";"ちょうせん";"ありえねえ！お前ってほんと、超天然キャラだよな。なんで蝉の鳴き真似に挑戦なんてしてるんだよ？";"No way! You really are such an airhead! Why are you trying to mimic a cicada’s shrilling?";"N1";"挑戦";"挑: 9, 戦: 4"
"Provocation";"ちょうはつ";"抗議者の一人が、警察を挑発するために火炎瓶を投げつけました。";"A protester threw a Molotov cocktail toward the police during a riot to provoke them.";"None";"挑発";"挑: 9, 発: 3"
"To Dig";"ほる";"クママンは中年の男やもめで、家業で金を掘っています。";"Kumaman is a middle-aged, widower living and digging gold like his father before him.";"N2";"掘る";"掘: 9"
"Excavation, Digging Up, Discovery";"はっくつ";"化石発掘のバイトをしてみませんか。楽しいですよ！";"Would you like to do a part-time job in fossil excavation? It'll be fun!";"N1";"発掘";"発: 3, 掘: 9"
"Excavation, Digging Up, Discovery";"はっくつ";"この鉱山では三十年ほど前まで鉄鉱石が発掘できました。";"Until about 30 years ago, iron ore could be found in this mine.";"N1";"発掘";"発: 3, 掘: 9"
"Excavation, Digging Up, Discovery";"はっくつ";"そのタレントはスター発掘オーディションで発掘されました。";"The talent was discovered through a star search audition.";"N1";"発掘";"発: 3, 掘: 9"
"Excavation, Digging Up, Discovery";"はっくつ";"ある日、金を求めて穴を掘っていると、大量の古代ギリシャのお宝を発掘しました。";"One day, he excavated a large number of old Greek treasures while digging for gold.";"N1";"発掘";"発: 3, 掘: 9"
"To Hoist, To Fly, To Raise, To Deep Fry";"あげる";"ちょうど今からトンカツを揚げるところです。";"I’m just about to deep fry pork cutlets.";"N2";"揚げる";"揚: 9"
"To Grasp, To Clasp";"にぎる";"おにぎりは、ご飯を握って作るので「お握り」と呼ばれています。";"Since you make rice balls by pressing rice, it's called ""onigiri.""";"N3";"握る";"握: 9"
"Handshake, Shaking Hands";"あくしゅ";"CDを買うと、オマケで握手券が二枚ついてきた。";"I bought a CD that came with two handshake tickets as a bonus. (Handshake tickets are similar to meet and greet tickets.)";"N3";"握手";"握: 9, 手: 1"
"Grip, Grip Strength, Handgrip";"あくりょく";"自分の父親なんだから、善意に解釈してあげるべきよ。例えば、年を取って握力が弱っているせいで、あなたのビンテージのバカラのグラスを割っちゃったんだ、っていう風に。";"He is your father so you should give him the benefit of the doubt. His grip has gotten worse with age and that’s why he dropped your vintage Baccarat crystal‎ glass.";"None";"握力";"握: 9, 力: 1"
"To Shake, To Jolt";"ゆる";"カヌーを揺らないで！";"Don’t rock the canoe!";"None";"揺る";"揺: 9"
"Shaking, Trembling, Jolt";"どうよう";"彼女の自然な美しさと魅力的な笑顔に息も出来なくなり、会議中ずっと動揺していました。";"Her natural beauty and charming smile took my breath away and I was trembling during the meeting.";"N1";"動揺";"動: 3, 揺: 9"
"Study, Den, Library";"しょさい";"今日は一日中書斎で重要書類を探していたんですが、まだ見つからないんですよ。";"I was searching for an important document in my study all day today, but haven’t found it yet.";"N3";"書斎";"書: 2, 斎: 9"
"Funeral Hall";"さいじょう";"ちょうど斎場に到着するところです。";"We’re about to arrive at the funeral hall.";"None";"斎場";"斎: 9, 場: 2"
"For A Little While, In A Little While, For A Moment";"しばらく";"暫くお待ち下さい。";"Please wait for a moment.";"N1";"暫く";"暫: 9"
"For A Little While, In A Little While, For A Moment";"しばらく";"暫くの間、旅に出ます。";"I'll be traveling for a little while.";"N1";"暫く";"暫: 9"
"For A Little While, In A Little While, For A Moment";"しばらく";"悪阻がひどくて、暫く全然家事ができてないんですよね。";"I haven’t done any housework in a while because I have terrible morning sickness.";"N1";"暫く";"暫: 9"
"Tentative, Temporary";"ざんてい";"こちらの料金設定は暫定的ですのでご留意下さいませ。";"Please bear in mind that these prices are temporary.";"None";"暫定";"暫: 9, 定: 3"
"Analysis";"かいせき";"私は踊りながらそれを解析してみました。";"I analyzed it while dancing.";"None";"解析";"解: 5, 析: 9"
"Analysis";"ぶんせき";"それは先生の息の質の分析結果です。";"That’s the result of the teacher’s breath quality analysis.";"N3";"分析";"分: 2, 析: 9"
"Axle, Pivot";"すうじく";"「ぐるぐるバット」は、おでこをバットの先に付けて、そのバットを枢軸としてぐるぐる回転した後に、誰が目的地まで速く辿り着けるかを競う遊びです。";"""Guruguru-bat"" is a game where you compete on how fast you can get to the goal after spinning around a bat with your forehead on the end of the bat.";"None";"枢軸";"枢: 9, 軸: 9"
"Center, Centre, Pivot";"ちゅうすう";"どうしてそれが彼女の中枢神経系を刺激したの？";"How could it stimulate her central nervous system?";"N1";"中枢";"中: 1, 枢: 9"
"Axis";"じく";"地軸の延長が北方で天球と交わる点で会いましょう。";"Let’s meet up at the intersection of the earth’s axis and the celestial sphere in the Arctic.";"N1";"軸";"軸: 9"
"Hanging Scroll";"かけじく";"アヤに、掛軸のための絵を描いてもらいたいんです。";"I want Aya to paint a picture for the hanging scroll. ";"None";"掛軸";"掛: 9, 軸: 9"
"Axis, Pivot";"ちゅうじく";"昨日、珊瑚虫の中軸骨格を夢に見た。";"Last night I had a dream about a coral insect’s axial skeleton.";"None";"中軸";"中: 1, 軸: 9"
"Pattern, Design";"がら";"彼女は私にヒョウ柄の名刺をくれました。";"She gave me her leopard print business card.";"N3";"柄";"柄: 9"
"National Character";"くにがら";"それぞれの国にはそれぞれのお国柄ってものがあって、私達はそれをお互いに尊重し合うべきだと思います。";"Each country has their own national character and I think that’s something we should all respect.";"None";"国柄";"国: 2, 柄: 9"
"Personal Character, Personality, Character";"ひとがら";"本の内容を表紙で判断するみたいに、人の人柄を見た目で決めつけないでよ。";"Don’t judge people’s personalities by their appearance like you’d judge a book by its cover. ";"N1";"人柄";"人: 1, 柄: 9"
"One Night's Stay";"いっぱく";"ねぇ、そう堅いこと言わないでさ。うちに泊まってけばいいじゃん。たったの一泊だけだよ。";"Come on! Don’t be so stiff. Stay over at my place! Just for one night!";"None";"一泊";"一: 1, 泊: 9"
"Two Night's Stay";"にはく";"継母がうちに二泊泊めてくれって言ってるんだけど、どう思う？";"My stepmother is asking if she can stay at our place for two nights, what do you think?";"None";"二泊";"二: 1, 泊: 9"
"Lodging, Stay The Night";"しゅくはく";"まだ今夜の宿泊先を探しているんです。";"I’m still searching for a lodging place for tonight.";"N3";"宿泊";"宿: 3, 泊: 9"
"To Stay The Night, To Stay At";"とまる";"今までで一番面白い最高傑作のお笑いのDVDを買ったんだけど、今日うちに泊まって一緒に観ない？";"I bought a DVD of the funniest comedy skits ever, so why don’t you stay over and watch it with me tonight?";"N4";"泊まる";"泊: 9"
"To Slide, To Slip";"すべる";"雪解けは始まったけど、まだ滑りやすい場所もあるから気をつけてね。";"Although the snow is starting to thaw, there are still some places where it’s easy to slip, so you should be careful.";"N4";"滑る";"滑: 9"
"Effortless, Smooth";"えんかつ";"英語で円滑なコミュニケーションを取るために、最も重要なことは何だと思いますか？";"What do you think the most important things are to have a smooth conversation in English?";"N1";"円滑";"円: 1, 滑: 9"
"Lagoon";"かた";"去年の夏、秋田県の八郎潟にバス釣りに行きました。";"Last summer, I went bass fishing in Hachiro Lagoon in Akita prefecture.";"None";"潟";"潟: 9"
"Tidal Flat, Tideland";"ひがた";"交際一ヶ月記念の日に、干潟に潮干狩りに行ってきたの。";"We went to a tidal flat to go clamming for the one month anniversary of our friendship.";"None";"干潟";"干: 6, 潟: 9"
"Focal Point, Focus";"しょうてん";"先生が顕微鏡の焦点の合わせ方について説明をしてくれていた時、私は上の空でした。";"When our teacher explained how to focus the microscope, I was spacing out.";"N2";"焦点";"焦: 9, 点: 2"
"To Be Burned, To Get Burned";"こげる";"一定にかき混ぜることで、鍋の底が焦げることが防げるとお母さんが言っていたわ。";"My mom told me that constant stirring keeps the bottom of the pan from burning.";"N2";"焦げる";"焦: 9"
"Extent, Scope";"はんい";"彼は守備範囲の広いセンターで、大活躍すると踏んでいたんだが、とんだお門違いだったよ。";"I thought he was a wide-ranging center fielder and would play really well, but I was completely wrong.";"N3";"範囲";"範: 9, 囲: 4"
"Exemplification, Model, Example";"もはん";"君を模範としよう。";"I’ll follow your example.";"N1";"模範";"模: 6, 範: 9"
"Example, Model";"はん";"もしその野菜が全部安全だというのなら、まず先に彼らがそれを食べて我々に範を垂れるべきだ。";"If they say that those vegetables are all safe, they should set an example for us by eating them first.";"None";"範";"範: 9"
"To Divert, To Distract";"まぎらす";"不快な気分を紛らすために、裁縫針で耳にピアスの穴を開けました。";"I pierced my ear with a sewing needle to distract myself from my unpleasant feelings.";"None";"紛らす";"紛: 9"
"Complication, Confusion";"ふんきゅう";"この問題をこれ以上紛糾させたくないんです。";"I don’t want to complicate this problem any more.";"None";"紛糾";"紛: 9, 糾: 9"
"Blame";"きゅうだん";"この金融危機について、誰が糾弾されるべきだと思われますか？";"Who do you think is to blame for this economic crisis?";"None";"糾弾";"糾: 9, 弾: 9"
"Rope, Sumo Champion's Belt";"つな";"ロッククライミング中に落ちないように綱で体を固定しました。";"I used a rope to hold myself in place so I wouldn't fall while rock climbing.";"N2";"綱";"綱: 9"
"Rope, Sumo Champion's Belt";"つな";"新しい横綱のための綱が出来上がった。";"The sumo belt for a new sumo champion was completed.";"N2";"綱";"綱: 9"
"Rope, Sumo Champion's Belt";"つな";"二つの気球の間を綱渡りした男の人の話はもうお聞きになりましたか？";"Have you heard of the guy who walked a tightrope between two hot air balloons?";"N2";"綱";"綱: 9"
"Yokozuna, Sumo Grand Champion";"よこづな";"今は単なる凡人のように見えるかもしれないけど、こう見えてもかつては横綱だったんだよ。";"I may look like just an ordinary man now, but I used to be a Sumo grand champion.";"N1";"横綱";"横: 3, 綱: 9"
"Tug Of War";"つなひき";"綱引きは、日本と同じくらいアメリカでも人気がありますか？";"Is tug of war as popular in America as it is in Japan?";"None";"綱引き";"綱: 9, 引: 2"
"Net, Netting, Web";"あみ";"うちの娘が虫取り網が欲しいと鼻を鳴らしてせがむもんだから、ついつい買ってあげたんだよ。";"My daughter sucked up to me to get the butterfly net she wanted and I ended up buying one for her.";"N1";"網";"網: 9"
"Traffic Network, Transportation Network";"こうつうもう";"大地震が首都圏の交通網を麻痺させました。";"A massive earthquake paralyzed the transportation network in and around Tokyo.";"None";"交通網";"交: 2, 通: 2, 網: 9"
"Communications Network";"つうしんもう";"時計が時刻を告げた瞬間、全ての通信網が途絶えました。";"The moment the clock announced the time, all the communications networks stopped.";"None";"通信網";"通: 2, 信: 4, 網: 9"
"Liver, Chutzpah, Courage";"きも";"トイレに行く前に、鳥の肝をもう一口かじりました。";"I took another bite of chicken liver before going to the bathroom.";"None";"肝";"肝: 9"
"Hepatitis";"かんえん";"あのA型肝炎の患者は愛に飢えており、いつも医者や看護師の気を引こうとしている。";"The hepatitis A patient is starving for love and always tries to get attention from the nurses and doctors.";"None";"肝炎";"肝: 9, 炎: 9"
"Liver";"かんぞう";"「もし世界中の食料が無くなって、お前がすっげぇお腹がすいてるとしたら、俺の肝臓、食べるか？」「さあ、どうだろう。」「さあ、どうだろうって、それ、どういう意味だよ。」「今は分かんないってこと。」";"""If all the food in the world ran out and you were really hungry, would you eat my liver?"" ""Hmm, Dunno."" ""What do you mean you dunno?"" ""I just don’t know right now.""";"None";"肝臓";"肝: 9, 臓: 6"
"Lawn, Turf";"しば";"芝に水は撒いてくれた？";"Did you water the lawn for me?";"N1";"芝";"芝: 9"
"Lawn";"しばふ";"この公園では、芝生の上を歩くのは禁止されています。";"Walking on the lawn in this park is prohibited. ";"N3";"芝生";"芝: 9, 生: 1"
"Toshiba, Toushiba";"とうしば";"東芝のお客様センターから届いたメールは、全文文字化けしていました。";"The email from Toshiba’s customer center was all garbled.";"None";"東芝";"東: 2, 芝: 9"
"Lawn, Turf";"しばくさ";"この芝草が、芝草クッキーを緑色にしてくれるんです。";"The turf in these turf cookies gives them their green color.";"None";"芝草";"芝: 9, 草: 1"
"Wild, Rough";"あらい";"私の初めての彼氏はいつも鼻が詰まっていて、電話をする時は息づかいが荒かったです。";"My first boyfriend always had a stuffy nose and would breathe hard when we talked on the phone.";"N2";"荒い";"荒: 9"
"To Be Stormy, To Be Rough";"あれる";"美容師として働いている限りは、手が荒れるのはどうしようもありません。";"My hands will be rough as long as I’m a beauty artist, there’s nothing I can do about it.";"None";"荒れる";"荒: 9"
"Sack, Bag";"ふくろ";"子どもが学校で使う用の袋を縫いました。";"I sewed a bag for my kid to use at school.";"N3";"袋";"袋: 9"
"Garbage Bag, Garbage Sack, Rubbish Bag, Trash Bag";"ごみぶくろ, ゴミぶくろ";"駅員さんに、電車に自転車を持ち込む場合は、持ち運び用の袋の使用が義務づけられているって言われたんだけど、代わりにゴミ袋を使っちゃだめなのかなぁ。";"The train station staff told me that I’m required to use a carrying case in order to take a bicycle onto the train, but I’m wondering if I could use a garbage bag for it.";"None";"ゴミ袋";"袋: 9"
"Mystery Bag, Mystery Sack, Lucky Bag";"ふくぶくろ";"元旦に、福袋を買う列に並ぶため、妹と私は朝の四時に起きました。";"On New Year’s Day my sister and I woke up 4 a.m. to line up to buy Lucky Bags. ";"None";"福袋";"福: 3, 袋: 9"
"Battleship Island, Gunkanjima";"ぐんかんじま";"アイツはぜんぜん面白くないな。話題といったら軍艦島の都市伝説だけだし。";"He isn’t interesting at all. All he talks about is the urban legend of Battleship Island.";"None";"軍艦島";"軍: 4, 艦: 9, 島: 3"
"Fake, Counterfeit";"にせもの";"あの男、俺に偽物のグッチの財布を自慢してきたんだぜ。";"That guy bragged about his fake Gucci wallet to me.";"None";"偽物";"偽: 9, 物: 3"
"Fake, Counterfeit";"にせもの";"イテウォンに行けばブランド物の偽物が買えますよ。";"If you go to Itaewon, you can buy fake branded goods.";"None";"偽物";"偽: 9, 物: 3"
"Fake, Counterfeit";"にせもの";"最近、ポートランドのダウンタウンにコウイチの偽物が住んでいるという情報をキャッチしました。";"We have recently received information that a fake Koichi is living in downtown Portland.";"None";"偽物";"偽: 9, 物: 3"
"Bundle, Package, Parcel";"つつみ";"日付が変わる瞬間に包みを開けてもいい？";"Is it okay if I open this package at the stroke of midnight?";"N3";"包み";"包: 4"
"Yukata";"ゆかた";"彼女は自分の古い考え方にしがみついて、毎晩パジャマの代わりに浴衣を着て過ごした。";"She clung to her old ways of thinking and wore a yukata instead of pajamas every night.";"N2";"浴衣";"浴: 4, 衣: 4"
"Indeed, Really, Sincerely";"まことに";"誠に申し訳ございません。";"I sincerely apologize.";"None";"誠に";"誠: 6"
"Indeed, Really, Sincerely";"まことに";"わざわざお越しいただき、誠にありがとうございます。";"I really thank you for coming all the way here.";"None";"誠に";"誠: 6"
"Indeed, Really, Sincerely";"まことに";"それは誠に素晴らしいことだ。";"That is indeed wonderful.";"None";"誠に";"誠: 6"
"Indeed, Really, Sincerely";"まことに";"誠に申し訳ありませんが、当ホテルは全室禁煙となっております。";"I am really sorry, but all rooms in our hotel are non-smoking.";"None";"誠に";"誠: 6"
"Rare, Curious, Strange";"ちん";"あなたの珍増税政策の理論的根拠を述べてくださいよ。";"What is the rationale behind your strange policy for increasing taxes?";"None";"珍";"珍: 9"
"Delicacy";"ちんみ";"私は痛風なのでビールを飲まない方がいいのは分かっているんですが、友人からビールに良く合う珍味をもらったので今日ばかりは我慢できませんね。";"I have gout and I know I should avoid beer, but I can’t help drinking it today because my friend gave me some delicacies that go well with beer.";"None";"珍味";"珍: 9, 味: 3"
"Rare, Unusual, Curious";"めずらしい";"この辺ではベーコンの乗ったドーナッツはそう珍しいものではありませんよ。";"It’s not rare to see bacon on donuts around here.";"N4";"珍しい";"珍: 9"
"To Tear, To Rip Up";"さく";"私は彼女の才能を妬んでおり、彼女が絵画コンクールに向けて絵を描いていたキャンバスを切り裂きました。";"I was jealous of her talent, so I tore the canvas she was painting for an art competition to pieces.";"N2";"裂く";"裂: 9"
"Breakdown, Rupture";"けつれつ";"あの男は奴らの決裂を、牢屋の中で舌なめずりをしながら待っていたに違いない。";"That guy must have eagerly waited out their breakdown from behind bars.";"None";"決裂";"決: 3, 裂: 9"
"Split, Division";"ぶんれつ";"その政党は三派に分裂したと思っていたんだけど、実際は四派に分裂していたんだね。";"I thought the political party was split three ways, but it was actually split four ways.";"N1";"分裂";"分: 2, 裂: 9"
"To Attack";"おそう";"俺は文字通りズボンを下げたところで、突然の激しい腹痛に襲われました。";"I was literally caught with my pants down by a sudden, severe attack from a stomach ache.";"N1";"襲う";"襲: 9"
"Attack, Assault";"しゅうげき";"警察の車は、暴走族に襲撃された。";"A police car was attacked by a motorcycle gang. ";"N1";"襲撃";"襲: 9, 撃: 9"
"Surprise Attack";"きしゅう";"敵の奇襲を予想できなかった。";"We didn’t expect our rival’s surprise attack.";"None";"奇襲";"奇: 9, 襲: 9"
"Air Raid, Air Attack";"くうしゅう";"僕が空を見上げると、ちょうど空襲が始まるところだった。";"When I looked up at the sky, the air raid was just about to happen.";"None";"空襲";"空: 1, 襲: 9"
"Counterattack";"ぎゃくしゅう";"パックマンは、追ってくるモンスターを逆襲して食べ始めた。";"Pac-Man counterattacked and started eating the monsters that were chasing him.";"None";"逆襲";"逆: 5, 襲: 9"
"Contribution";"こうけん";"どうしてG20は財政支援への貢献を否認したのですか。";"Why did G20 reject financially contributing to the bailout?";"N3";"貢献";"貢: 9, 献: 9"
"Charm, Vibe, Taste, Gist";"おもむき";"こんなに趣のあるお持ち帰り用の容器を見たのは初めてです。";"I’ve never seen such a tasteful doggie bag before.";"N1";"趣";"趣: 9"
"Hobby";"しゅみ";"私の趣味は家の大掃除です。";"My hobby is housecleaning.";"N4";"趣味";"趣: 9, 味: 3"
"Distance, Range";"きょり";"年を取ったら長距離のフライトはきつくなるだろうね。";"Long‐distance flights will be tough for me when I get old.";"N1";"距離";"距: 9, 離: 9"
"Family Register, Census";"こせき";"私は戸籍謄本の写しが必要です。";"I need an official copy of my family register.";"N1";"戸籍";"戸: 2, 籍: 9"
"Citizenship";"こくせき";"日本国籍がないんですが、司法試験を受験することは可能ですか？";"I don’t have Japanese citizenship, but is it possible for me to take the bar examination?";"N2";"国籍";"国: 2, 籍: 9"
"Disclosure, Exposure";"ばくろ";"暴露本の出版については現在再考中です。";"I’m having second thoughts about publishing a tell-all book.";"N1";"暴露";"暴: 5, 露: 9"
"Frank, Blunt";"ろこつ";"彼女があまりに露骨にものを言うもので、少々面食らいました。";"I was pretty surprised at how blunt she was.";"N1";"露骨";"露: 9, 骨: 6"
"Street Stall, Stand, Booth";"ろてん";"あの露店で買ったアクセは全部すぐ壊れちゃったよ。";"Every accessory I bought from the street stall broke immediately. ";"None";"露店";"露: 9, 店: 2"
"Exposure, Photographic Exposure";"ろしゅつ";"思い直して、肌の露出が激しいドレスを着るのは控えることにしました。";"I thought better of it and refrained from wearing such a revealing dress.";"None";"露出";"露: 9, 出: 1"
"Pastor, Minister, Clergyman";"ぼくし";"牧師さんはもう今日は教会を出ちゃいましたか？";"Has the pastor already left the church for the day?";"N1";"牧師";"牧: 4, 師: 5"
"Pasture Land, Ranch";"ぼくや, まきの";"二、三年くらいしたら、父親が死んで、俺は父さんの牧野を相続する事になると思うよ。";"In a few years my father will die and I’ll inherit his ranch.";"None";"牧野";"牧: 4, 野: 2"
"Pasture, Grass";"ぼくそう";"氷点下の日々が続いているせいで、牧草が全てやられてしまった。";"It has been below freezing for days, so all my grass is dead.";"None";"牧草";"牧: 4, 草: 1"
"Livestock Farm, Ranch, Station";"ぼくじょう, まきば";"この牧場には、絞り立ての牛乳を使った自慢のアイスクリーム屋さんがあるんだ。";"This farm boasts a good ice cream shop that uses fresh milk.";"N2";"牧場";"牧: 4, 場: 2"
"Printing";"いんさつ";"我々の広告を上質の紙に料理のレシピと一緒に印刷すれば、みんなそれを冷蔵庫に貼っておいてくれるんじゃないかな。";"We should print our advertisements on nice paper with cooking recipes so that people will keep them on their fridge. ";"N3";"印刷";"印: 4, 刷: 4"
"To Print";"する";"今年は年賀状何枚刷ればいいかなあ？";"How many New Year’s cards should we print this year?";"N2";"刷る";"刷: 4"
"Bright, Cheerful, Clear";"めいろう";"彼はかつては明朗快活な青年だった。";"He used to be a cheerful young man.";"N1";"明朗";"明: 2, 朗: 6"
"Good News";"ろうほう";"朗報を伝えるためにここに来ました。";"I’m here to tell you some good news.";"None";"朗報";"朗: 6, 報: 5"
"Bright, Cheerful";"ほがらか";"朗らかな声をした知らない人から国際電話がかかってきました。";"I got an international call from someone I didn’t know with a melodious voice. ";"N2";"朗らか";"朗: 6"
"Tide, Current";"しお";"インターネットで調べたら潮の満ち引きの時刻が分かるんじゃない？";"Can’t we find out when the tide rises by looking online?";"N1";"潮";"潮: 6"
"Tide, Current, Trend";"ふうちょう";"彼らは、富裕層に反対する社会的風潮を生み出した。";"They brought about a social trend against the rich.";"None";"風潮";"風: 2, 潮: 6"
"High Tide, Full Tide";"まんちょう";"一番釣りに適しているのは満潮時でしょうか？";"Is high tide the best time to go fishing?";"None";"満潮";"満: 4, 潮: 6"
"Tide, Tidal Current";"ちょうりゅう";"荒い潮流に逆らってボートを漕ぐのは簡単ではないが、コテージに戻るにはそれしか方法がない。";"It’s not easy to row against the rough tide, but that’s the only way for us to get back to our cottage.";"None";"潮流";"潮: 6, 流: 3"
"Immediate, Instant";"そく";"すごく可愛いテディーベアを見つけたので、即買いしちゃいました。";"I found a super cute teddy bear and immediately bought it.";"None";"即〜";"即: 9"
"Improvisation";"そっきょう";"みんなは彼が即興で作った詩をすごいねと褒めたが、口先だけなのは見え見えでした。";"Everyone told him that his impromptu poem was great, but it was obviously just lip service.";"None";"即興";"即: 9, 興: 5"
"Immediate, Instantaneous";"そくざ";"即座の結果は期待しないでください。";"Please don’t expect immediate results.";"None";"即座";"即: 9, 座: 6"
